Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Patched Code Unit,Visibility,Complement,Kind,Name,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
133,Yes,Yes,09c12efcafd1e08c290e63e2095c772ce35117be,"[""CVE-2018-11236""]",No,default,none,Function,__ctype_get_mb_cur_max(),0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
