Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Code Unit Lines,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
123,Yes,Yes,80647883cf5847c8b6b0197e9703eb04222496b6,"[""CVE-2018-6551"", ""CVE-2018-6485""]",,No,,default,none,Function,__ctype_get_mb_cur_max(),,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Yes,Yes,80647883cf5847c8b6b0197e9703eb04222496b6,"[""CVE-2018-6551"", ""CVE-2018-6485""]",Unknown,No,,default,none,Function,"__libc_calloc(size_t,size_t)",malloc/malloc.c,20,119,11,12,150,20,111,12,71,11,0,8,12,2735,57,78,9,1,68,27,27,34,9,13,10,4,10,0
123,Yes,Yes,80647883cf5847c8b6b0197e9703eb04222496b6,"[""CVE-2018-6551"", ""CVE-2018-6485""]",Unknown,No,,default,none,Function,__libc_mallinfo(),malloc/malloc.c,4,19,0,4,23,4,19,4,11,0,0,0,6,2,11,12,2,0,10,3,3,3,1,0,0,1,0,0
123,Yes,Yes,80647883cf5847c8b6b0197e9703eb04222496b6,"[""CVE-2018-6551"", ""CVE-2018-6485""]",No,No,"[3022, 3077]",default,none,Function,__libc_malloc(size_t),malloc/malloc.c,8,44,4,7,56,6,30,6,19,2,16,2,10,10,19,24,3,0,21,12,12,17,3,3,2,3,2,0
123,Yes,Yes,80647883cf5847c8b6b0197e9703eb04222496b6,"[""CVE-2018-6551"", ""CVE-2018-6485""]",Unknown,No,,default,none,Function,"__libc_mallopt(int,int)",malloc/malloc.c,12,51,2,5,65,12,51,4,43,2,0,0,16,26,28,42,2,0,40,15,7,16,1,37,0,2,0,0
123,Yes,Yes,80647883cf5847c8b6b0197e9703eb04222496b6,"[""CVE-2018-6551"", ""CVE-2018-6485""]",Unknown,No,,default,none,Function,__libc_pvalloc(size_t),malloc/malloc.c,3,15,1,3,19,3,15,5,9,1,0,0,7,4,7,9,3,0,6,3,3,3,1,1,0,1,0,0
123,Yes,Yes,80647883cf5847c8b6b0197e9703eb04222496b6,"[""CVE-2018-6551"", ""CVE-2018-6485""]",Unknown,No,,default,none,Function,__malloc_stats(),malloc/malloc.c,2,40,0,11,42,2,36,7,27,0,2,2,9,6,28,31,5,1,25,4,4,4,3,2,2,2,2,0
123,Yes,Yes,80647883cf5847c8b6b0197e9703eb04222496b6,"[""CVE-2018-6551"", ""CVE-2018-6485""]",Unknown,No,,default,none,Function,__malloc_trim(size_t),malloc/malloc.c,4,17,0,5,21,4,17,4,11,0,0,0,5,2,9,10,2,0,8,3,3,3,1,0,0,1,0,0
123,Yes,Yes,80647883cf5847c8b6b0197e9703eb04222496b6,"[""CVE-2018-6551"", ""CVE-2018-6485""]",Unknown,No,,default,none,Function,__malloc_usable_size(void *),malloc/malloc.c,1,7,0,1,8,1,7,3,2,0,0,0,2,1,3,3,1,0,2,1,1,1,1,0,0,0,0,0
123,Yes,Yes,80647883cf5847c8b6b0197e9703eb04222496b6,"[""CVE-2018-6551"", ""CVE-2018-6485""]",No,No,"[5344, 5367]",default,none,Function,"__posix_memalign(void **,size_t,size_t)",malloc/malloc.c,5,17,2,2,24,5,17,4,10,2,0,0,4,3,7,9,2,0,7,3,3,5,3,2,2,1,2,0
123,Yes,Yes,80647883cf5847c8b6b0197e9703eb04222496b6,"[""CVE-2018-6551"", ""CVE-2018-6485""]",Unknown,No,,default,Static,Static Function,"_int_free(mstate,mchunkptr,int)",malloc/malloc.c,38,153,71,23,254,37,136,14,104,67,16,6,23,4204196,97,136,12,5,119,45,45,59,1,12,0,7,0,0
