Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Patched Code Unit,Visibility,Complement,Kind,Name,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
144,Yes,No,899478c2bfa00c5df8d8bedb52effbb065700278,"[""CVE-2018-19591""]",Unknown,default,none,Function,endrpcent(),0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
