Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Patched Code Unit,Visibility,Complement,Kind,Name,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
138,Yes,No,60708030536df82616c16aa2f14f533c4362b969,"[""CVE-2018-11236""]",Unknown,default,none,Function,__ctype_get_mb_cur_max(),0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
