Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Patched Code Unit,Visibility,Complement,Kind,Name,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
137,Yes,Yes,a91e9301c47bb688f4e496a19cfc68261ff18293,"[""CVE-2018-11236""]",No,default,none,Function,__ctype_get_mb_cur_max(),0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
