Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Code Unit Lines,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
146,Yes,No,108bc4049f8ae82710aec26a92ffdb4b439c83fd,"[""CVE-2016-10739""]",No,Unknown,"[181, 194]",default,none,Function,"__inet_aton_exact(const char *,struct in_addr *)",resolv/inet_addr.c,0,13,1,5,14,0,13,4,5,1,0,0,3,2,5,6,2,0,4,2,2,3,1,1,0,1,0,0
146,Yes,No,108bc4049f8ae82710aec26a92ffdb4b439c83fd,"[""CVE-2016-10739""]",No,Unknown,,default,none,Function,"__nss_hostname_digits_dots(const char *,struct hostent *,char **,size_t *,size_t,struct hostent **,enum nss_status *,int,int *)",nss/digits_dots.c,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Yes,No,108bc4049f8ae82710aec26a92ffdb4b439c83fd,"[""CVE-2016-10739""]",No,Yes,"[61, 296]",default,none,Function,"__nss_hostname_digits_dots_context(struct resolv_context *,const char *,struct hostent *,char **,size_t *,size_t,struct hostent **,enum nss_status *,int,int *)",nss/digits_dots.c,24,194,18,8,236,24,194,22,133,18,0,0,27,1739641,108,144,15,3,126,39,37,48,21,69,60,6,58,0
146,Yes,No,108bc4049f8ae82710aec26a92ffdb4b439c83fd,"[""CVE-2016-10739""]",No,No,"[605, 628]",default,none,Function,"__res_vinit(res_state,int)",resolv/res_init.c,1,21,2,3,24,1,21,4,14,2,0,0,8,8,9,13,2,0,11,5,5,6,3,3,2,2,2,0
146,Yes,No,108bc4049f8ae82710aec26a92ffdb4b439c83fd,"[""CVE-2016-10739""]",,Unknown,,default,none,Function,__resolv_conf_get_current(),,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Yes,No,108bc4049f8ae82710aec26a92ffdb4b439c83fd,"[""CVE-2016-10739""]",No,No,"[552, 597]",default,none,Function,__resolv_conf_load(struct __res_state *),resolv/res_init.c,4,37,5,6,46,4,37,5,28,5,0,0,21,5,16,25,3,0,22,9,4,9,3,3,3,2,3,0
146,Yes,No,108bc4049f8ae82710aec26a92ffdb4b439c83fd,"[""CVE-2016-10739""]",No,No,"[212, 222]",default,Static,Static Function,"allocate_address_v4(struct in_addr,uint16_t)",resolv/res_init.c,0,11,0,3,11,0,11,4,7,0,0,0,6,2,6,7,1,0,6,2,2,2,1,1,0,1,0,0
146,Yes,No,108bc4049f8ae82710aec26a92ffdb4b439c83fd,"[""CVE-2016-10739""]",No,No,"[1693, 1697]",default,Static,Static Function,check_gaiconf_mtime(const struct stat64 *),sysdeps/posix/getaddrinfo.c,0,5,0,4,5,0,5,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
146,Yes,No,108bc4049f8ae82710aec26a92ffdb4b439c83fd,"[""CVE-2016-10739""]",No,No,"[197, 241]",default,Static,Static Function,"convert_hostent_to_gaih_addrtuple(const struct addrinfo *,int,struct hostent *,struct gaih_addrtuple **)",sysdeps/posix/getaddrinfo.c,5,36,4,11,45,5,36,10,23,4,0,0,8,20,20,26,4,0,22,7,7,9,3,3,2,2,2,0
146,Yes,No,108bc4049f8ae82710aec26a92ffdb4b439c83fd,"[""CVE-2016-10739""]",No,Unknown,,default,Static,Static Function,do_test(),resolv/tst-inet_aton_exact.c,4,19,1,1,24,4,19,3,15,1,0,0,4,1,15,15,1,0,14,1,1,1,1,0,0,0,0,0
