Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Patched Code Unit,Visibility,Complement,Kind,Name,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
134,Yes,No,3bad2358d67d371497079bba4f8eca9c0096f4e2,"[""CVE-2018-11236""]",Unknown,default,none,Function,__ctype_get_mb_cur_max(),0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
