Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
16,Yes,No,f15ce4d8dc139523fe0c273580b604b2453acba6,"[""CVE-2011-1071""]",No,Unknown,default,Static,Static Function,"EXT(INT,const CHAR *,const CHAR *,const CHAR *,int,int,size_t)",posix/fnmatch_loop.c,15,171,29,11,215,15,145,22,105,29,0,26,16,2880,82,117,20,0,97,52,48,68,31,70,70,5,70,0
16,Yes,No,f15ce4d8dc139523fe0c273580b604b2453acba6,"[""CVE-2011-1071""]",No,Unknown,default,Static,Static Function,"FCT(const CHAR *,const CHAR *,const CHAR *,int,int,struct STRUCT *,size_t)",posix/fnmatch_loop.c,104,762,103,11,969,52,354,37,252,37,512,68,26,1531,146,235,22,6,207,95,88,166,79,468,468,7,467,0
