Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,Vulnerable Code Unit,Patched Code Unit,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,ElfW(),elf/rtld.c,13,54,23,5,90,13,23,5,14,23,6,26,13,8,12,15,2,0,13,4,4,6,1,0,0,1,0,1
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,ElfW(),elf/rtld.c,15,69,16,10,100,15,44,14,26,16,7,21,18,12,22,26,3,0,23,5,5,5,1,1,0,2,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"_IO_vfscanf_internal(_IO_FILE *,const char *,_IO_va_list,int *)",stdio-common/vfscanf.c,252,2199,350,22,2774,207,1561,145,1103,244,645,158,56,999999999,1025,1458,166,3,1289,662,631,814,248,1633,1617,10,1592,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__BEGIN_DECLS(),stdlib/stdlib.h,4,20,6,0,27,3,6,4,0,4,14,14,1,1,2,2,2,0,0,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"___vfscanf(FILE *,const char *,_IO_va_list)",stdio-common/vfscanf.c,0,5,0,3,5,0,5,2,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__app_register_atfork(void (*) (),void (*) (),void (*) ())",posix/wordexp-test.c,0,5,0,5,5,0,5,1,2,0,0,0,2,1,1,1,0,0,1,2,2,2,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__brk(void *),sysdeps/nacl/brk.c,6,34,16,3,56,6,34,7,19,16,0,0,6,14,12,19,4,0,15,8,8,8,6,7,7,3,7,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__checkhost_sa(struct sockaddr *,size_t,char *,const char *)",inet/rcmd.c,5,41,8,10,52,5,41,8,26,8,0,0,10,13,19,27,4,0,23,9,9,11,9,8,8,3,8,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__clock_settime(clockid_t,const struct timespec *)",sysdeps/unix/clock_settime.c,6,46,1,3,53,6,23,4,12,1,6,17,4,3,12,15,2,0,13,4,4,5,1,2,0,2,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__condvar_acquire_lock(pthread_cond_t *,int)",nptl/pthread_cond_common.c,0,27,6,4,33,0,27,3,15,6,0,0,3,11,6,12,1,0,11,7,7,7,7,10,10,4,10,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__condvar_add_g1_start_relaxed(pthread_cond_t *,unsigned int)",nptl/pthread_cond_common.c,0,6,0,5,6,0,6,2,2,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__condvar_fetch_add_64_relaxed(_condvar_lohi *,unsigned int)",nptl/pthread_cond_common.c,0,17,8,6,25,0,17,5,11,8,0,0,4,2,10,11,3,0,8,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__condvar_fetch_add_wseq_acquire(pthread_cond_t *,unsigned int)",nptl/pthread_cond_common.c,0,8,0,4,8,0,8,4,4,0,0,0,3,1,3,3,1,0,2,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__condvar_fetch_xor_wseq_release(pthread_cond_t *,unsigned int)",nptl/pthread_cond_common.c,1,22,7,7,30,1,22,6,15,7,0,0,4,4,12,14,3,0,11,4,4,5,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,__condvar_get_orig_size(pthread_cond_t *),nptl/pthread_cond_common.c,0,5,0,4,5,0,5,2,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,__condvar_get_private(int),nptl/pthread_cond_common.c,0,8,0,1,8,0,8,2,4,0,0,0,1,2,2,3,0,0,3,2,2,2,1,1,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,__condvar_load_64_relaxed(_condvar_lohi *),nptl/pthread_cond_common.c,0,15,24,5,39,0,15,3,8,24,0,0,3,2,7,8,1,0,7,3,3,4,1,0,0,1,0,1
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,__condvar_load_g1_start_relaxed(pthread_cond_t *),nptl/pthread_cond_common.c,0,6,0,4,6,0,6,2,2,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,__condvar_load_wseq_relaxed(pthread_cond_t *),nptl/pthread_cond_common.c,0,5,0,3,5,0,5,2,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__condvar_quiesce_and_switch_g1(pthread_cond_t *,uint64_t,unsigned int *,int)",nptl/pthread_cond_common.c,11,41,74,8,126,11,41,10,30,74,0,0,13,15,24,30,7,0,23,8,8,9,3,2,2,3,2,1
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__condvar_release_lock(pthread_cond_t *,int)",nptl/pthread_cond_common.c,0,8,0,4,8,0,8,2,4,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__condvar_set_orig_size(pthread_cond_t *,unsigned int)",nptl/pthread_cond_common.c,0,10,5,5,15,0,10,3,5,5,0,0,3,2,3,4,1,0,3,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__copysign(double,double)",sysdeps/generic/math_private.h,0,2,0,2,2,0,2,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__copysignf(float,float)",sysdeps/generic/math_private.h,0,2,0,2,2,0,2,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__copysignl(long double,long double)",sysdeps/generic/math_private.h,0,2,0,2,2,0,2,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__create_ib_request(const_nis_name,unsigned int)",nis/nis_table.c,14,83,5,12,101,14,83,10,60,5,0,0,18,62,45,59,8,0,51,15,15,17,12,29,29,3,28,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__cyg_profile_func_enter(void *,void *)",debug/pcprofile.c,3,10,2,4,15,3,10,3,5,2,0,0,1,2,5,6,1,0,5,2,2,2,1,1,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__deadline_elapsed(struct deadline_current_time,struct deadline)",inet/net-internal.h,0,9,0,7,9,0,9,3,4,0,0,0,2,1,1,1,0,0,1,1,1,4,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__deadline_first(struct deadline,struct deadline)",inet/net-internal.h,0,11,0,7,11,0,11,2,7,0,0,0,2,2,2,3,0,0,3,2,2,5,1,1,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__deadline_to_ms(,)",inet/net-internal.h,1,7,2,2,10,1,7,5,1,2,0,0,1,1,1,1,0,0,1,1,1,3,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__deadline_to_ms(struct deadline_current_time,struct deadline)",inet/deadline.c,3,35,3,6,41,3,35,6,26,3,0,0,3,30,21,30,3,2,25,12,12,14,6,7,5,2,5,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__feclearexcept(int),sysdeps/i386/fpu/fclrexcpt.c,9,17,10,3,36,9,17,4,5,10,0,0,3,2,10,11,2,4,5,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__fegetenv(fenv_t *),sysdeps/i386/fpu/fegetenv.c,2,9,4,5,15,2,9,2,2,4,0,0,2,2,4,5,0,3,2,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__fegetexceptflag(fexcept_t *,int)",sysdeps/i386/fpu/fgetexcptflg.c,6,14,4,3,24,6,14,4,4,4,0,0,3,2,7,8,2,2,4,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__feholdexcept(fenv_t *),sysdeps/i386/fpu/feholdexcpt.c,5,13,5,6,23,5,13,3,3,5,0,0,2,2,6,7,1,3,3,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__fesetenv(const fenv_t *),sysdeps/i386/fpu/fesetenv.c,8,65,16,9,89,8,65,4,43,16,0,0,10,24,39,45,2,5,38,8,8,8,1,5,0,2,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__fesetexceptflag(const fexcept_t *,int)",sysdeps/i386/fpu/fsetexcptflg.c,8,18,10,4,36,8,18,4,6,10,0,0,3,2,11,12,2,4,6,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__fesetround(int),sysdeps/i386/fpu/fesetround.c,5,20,2,7,27,5,20,4,8,2,0,0,2,3,12,14,2,4,8,3,3,3,1,1,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__feupdateenv(const fenv_t *),sysdeps/i386/fpu/feupdateenv.c,6,13,7,6,26,6,13,4,6,7,0,0,4,2,8,9,2,2,5,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__fma(double,double,double)",soft-fp/fmadf4.c,2,18,0,9,20,2,18,13,9,0,0,0,16,999999999,643,834,92,8,734,270,221,315,9,145,20,11,20,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__fmaf(float,float,float)",soft-fp/fmasf4.c,2,18,0,8,20,2,18,13,9,0,0,0,16,999999999,398,550,54,2,494,207,158,242,9,127,20,11,20,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__fmal(long double,long double,long double)",soft-fp/fmatf4.c,2,18,0,11,20,2,18,13,9,0,0,0,25,999999999,778,1012,119,18,875,315,266,350,9,156,20,12,20,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__follow_path(char **,char **,struct ib_request *,dir_binding *)",nis/nis_table.c,8,26,2,5,36,8,26,4,19,2,0,0,10,9,14,19,1,0,18,6,6,6,6,5,5,2,5,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__free_fdresult(fd_result *),nis/nis_free.c,0,9,0,3,9,0,9,2,3,0,0,0,2,2,2,3,0,0,3,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__free_tcb(struct pthread *),nptl/pthread_create.c,3,18,8,4,29,3,18,4,9,8,0,0,9,5,5,8,1,0,7,4,4,5,1,0,0,2,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__ftruncate64(int,off64_t)",sysdeps/mach/hurd/ftruncate64.c,0,8,0,2,8,0,8,3,3,0,0,0,4,2,3,4,1,0,3,2,2,2,1,1,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__fxprintf(FILE *,const char *,...)",stdio-common/fxprintf.c,3,13,0,8,16,3,13,4,8,0,0,0,6,2,8,9,2,0,7,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__fxprintf_nocancel(FILE *,const char *,...)",stdio-common/fxprintf.c,3,16,0,4,19,3,16,5,11,0,0,0,7,2,11,12,3,0,9,2,2,2,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__get_clockfreq(),sysdeps/unix/sysv/linux/powerpc/get_clockfreq.c,9,49,22,0,80,9,43,9,25,21,4,3,6,41,18,27,7,0,20,10,10,15,1,1,0,4,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__get_clockfreq(),sysdeps/unix/sysv/linux/i386/get_clockfreq.c,10,44,11,0,65,10,44,10,26,11,0,0,6,24,20,30,8,0,22,11,11,16,1,2,0,6,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__get_clockfreq(),sysdeps/unix/sysv/linux/ia64/get_clockfreq.c,10,44,9,0,63,10,44,10,26,9,0,0,6,24,20,30,8,0,22,11,11,16,1,2,0,6,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__get_clockfreq(),sysdeps/unix/sysv/linux/sparc/sparc64/get_clockfreq.c,5,15,9,0,29,5,15,3,10,9,0,0,4,4,8,11,1,0,10,4,4,4,4,3,3,1,3,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,__get_clockfreq_via_cpuinfo(),sysdeps/unix/sysv/linux/sparc/sparc64/get_clockfreq.c,8,42,1,1,51,8,42,8,24,1,0,0,5,11,16,23,6,0,17,8,8,18,1,1,0,6,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,__get_clockfreq_via_dev_openprom(),sysdeps/unix/sysv/linux/sparc/sparc64/get_clockfreq.c,5,45,0,2,50,5,45,8,29,0,0,0,8,9,24,30,6,0,24,7,7,9,5,2,2,5,2,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,__get_clockfreq_via_proc_openprom(),sysdeps/unix/sysv/linux/sparc/sparc64/get_clockfreq.c,10,60,3,3,73,10,60,17,32,3,0,0,9,24,28,37,12,0,25,11,11,12,6,4,4,7,4,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,__hppa_init_bootstrap_fdesc_table(struct link_map *),sysdeps/hppa/dl-machine.h,2,8,1,0,11,2,8,3,2,1,0,0,4,1,5,5,1,2,2,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,"__icheckuser(const char *,const char *)",inet/rcmd.c,5,14,8,3,27,5,14,3,9,8,0,0,4,5,5,9,0,0,9,5,5,5,5,4,4,1,4,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__ieee754_lgamma_r(double,int *)",sysdeps/ieee754/dbl-64/e_lgamma_r.c,3,96,23,70,110,3,96,5,82,23,0,0,11,206,79,109,3,0,106,30,24,32,17,23,14,3,14,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__ieee754_lgammaf_r(float,int *)",sysdeps/ieee754/flt-32/e_lgammaf_r.c,3,97,25,68,110,3,97,5,83,25,0,0,10,206,78,108,3,0,105,30,24,32,17,23,14,3,14,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__ieee754_lgammal_r(long double,int *)",sysdeps/ieee754/ldbl-96/e_lgammal_r.c,6,146,31,68,166,6,146,5,105,31,0,0,9,205,71,100,3,0,97,28,22,30,16,21,12,3,12,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__ieee754_logl(_Float128),sysdeps/ieee754/ldbl-128/e_logl.c,3,79,16,23,96,3,79,6,57,16,0,0,9,9,41,47,4,0,43,7,7,8,6,7,6,2,6,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,__ieee754_logl(long double),sysdeps/ieee754/ldbl-128ibm/e_logl.c,3,93,17,22,111,3,93,12,65,17,0,0,8,14,64,72,10,0,62,13,13,14,6,8,6,3,6,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__ieee754_rem_pio2f(float,float *)",sysdeps/ieee754/flt-32/e_rem_pio2f.c,1,85,20,16,90,1,85,9,68,20,0,0,6,22,78,92,8,0,84,19,19,20,8,12,9,4,9,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__ieee754_rem_pio2l(long double,long double *)",math/e_rem_pio2l.c,0,7,0,1,7,0,7,2,3,0,0,0,3,1,3,3,0,0,3,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,Static,Static Function,__isempty(char *),inet/rcmd.c,1,8,0,2,9,1,8,2,3,0,0,0,2,2,2,3,0,0,3,3,3,5,1,0,0,1,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__iseqsig(FLOAT,FLOAT)",math/s_iseqsig_template.c,0,15,3,2,18,0,15,4,9,3,0,0,3,4,6,9,2,0,7,4,4,6,1,1,0,2,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__ivaliduser(FILE *,u_int32_t,const char *,const char *)",inet/rcmd.c,0,11,0,4,11,0,11,5,5,0,0,0,6,1,5,5,1,0,4,1,1,1,1,0,0,0,0,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__kernel_rem_pio2(double *,double *,int,int,int,const int32_t *)",sysdeps/ieee754/dbl-64/k_rem_pio2.c,13,177,28,11,207,13,177,8,120,28,0,0,5,38949120,129,171,5,2,164,45,41,46,3,12,2,4,2,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__kernel_rem_pio2f(float *,float *,int,int,int,const int32_t *)",sysdeps/ieee754/flt-32/k_rem_pio2f.c,13,130,28,12,160,13,130,6,105,28,0,0,5,38949120,129,171,5,2,164,45,41,46,3,12,2,4,2,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__kernel_tanl(_Float128,_Float128,int)",sysdeps/ieee754/ldbl-128/k_tanl.c,2,74,11,23,82,2,74,5,53,11,0,0,13,28,48,58,3,1,54,14,14,14,7,11,10,5,10,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__kernel_tanl(long double,long double,int)",sysdeps/ieee754/ldbl-128ibm/k_tanl.c,3,71,11,20,80,3,71,7,49,11,0,0,11,28,50,60,5,1,54,15,15,15,7,11,10,5,10,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__kernel_tanl(long double,long double,int)",sysdeps/ieee754/ldbl-96/k_tanl.c,2,60,5,17,66,2,60,5,42,5,0,0,7,28,37,47,3,1,43,12,12,13,7,11,10,5,10,0
108,No,No,d42eed4a044e5e10dfb885cf9891c2518a72a491,No,No,default,none,Function,"__libc_calloc(size_t,size_t)",malloc/malloc.c,19,112,11,11,142,19,104,12,67,11,0,8,12,1461,55,74,9,0,65,25,25,33,9,12,10,4,10,0
