Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Code Unit Lines,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",,No,,default,none,Function,__ctype_get_mb_cur_max(),,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",Unknown,No,,default,none,Function,"__res_nameinquery(const char *,int,int,const u_char *,const u_char *)",resolv/res_send.c,2,23,0,7,25,2,23,9,15,0,0,0,4,5,18,22,6,0,16,7,7,9,5,9,9,2,9,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",Unknown,No,,default,none,Function,"__res_nsend(res_state,const u_char *,int,u_char *,int)",resolv/res_send.c,0,7,0,5,7,0,7,3,2,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",No,No,"[134, 143]",default,Static,Static Function,"evAddTime(struct timespec *,const struct timespec *,const struct timespec *)",resolv/res_send.c,0,10,0,6,10,0,10,3,5,0,0,0,4,2,4,5,0,0,5,2,2,2,1,0,0,1,0,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",No,No,"[158, 165]",default,Static,Static Function,"evCmpTime(struct timespec,struct timespec)",resolv/res_send.c,1,7,0,5,8,1,7,3,4,0,0,0,1,2,3,4,1,0,3,4,4,4,1,0,0,1,0,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",No,No,"[128, 132]",default,Static,Static Function,"evConsTime(struct timespec *,time_t,long)",resolv/res_send.c,0,5,0,4,5,0,5,2,2,0,0,0,4,1,2,2,0,0,2,1,1,1,1,0,0,0,0,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",No,No,"[167, 175]",default,Static,Static Function,evNowTime(struct timespec *),resolv/res_send.c,1,8,0,2,9,1,8,3,4,0,0,0,3,2,3,4,1,0,3,2,2,2,1,1,0,1,0,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",No,No,"[145, 156]",default,Static,Static Function,"evSubTime(struct timespec *,const struct timespec *,const struct timespec *)",resolv/res_send.c,0,12,0,5,12,0,12,3,7,0,0,0,4,2,4,5,0,0,5,2,2,2,1,1,0,1,0,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",No,No,"[285, 339]",default,none,Function,libresolv_hidden_def(),resolv/res_send.c,6,31,18,3,55,6,31,11,22,18,0,0,3,8,22,29,6,0,23,10,10,12,8,12,12,2,12,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",No,No,"[285, 339]",default,none,Function,libresolv_hidden_def(),resolv/res_send.c,24,251,35,10,304,19,180,19,124,27,74,8,16,821108,85,122,7,9,106,39,39,52,24,46,46,4,43,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",No,No,"[285, 339]",default,none,Function,libresolv_hidden_def(),resolv/res_send.c,16,198,46,8,260,16,193,39,134,46,2,3,23,116484,112,141,25,9,107,34,34,46,19,39,35,3,33,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",No,No,"[913, 991]",default,Static,Static Function,"reopen(res_state,int *,int)",resolv/res_send.c,3,63,13,9,79,3,59,8,42,13,0,4,13,96,20,34,3,2,29,17,17,20,4,5,4,4,4,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",No,No,"[213, 246]",default,none,Function,"res_ourserver_p(const res_state,const struct sockaddr_in6 *)",resolv/res_send.c,3,31,0,14,34,3,31,11,23,0,0,0,2,7,13,19,6,0,13,7,7,15,7,10,10,3,10,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",Yes,No,"[993, 1430]",default,Static,Static Function,"send_dg(res_state,const u_char *,int,const u_char *,int,u_char **,int *,int *,int,int *,int *,u_char **,u_char **,int *,int *,int *)",resolv/res_send.c,17,360,61,35,438,17,341,41,221,61,6,15,44,54268108,166,220,31,15,174,59,59,97,39,254,242,5,242,0
47,Yes,Yes,71840409ea45ab9e49d0ac70dfc1c355accf355f,"[""CVE-2013-7423""]",No,No,"[1472, 1494]",default,Static,Static Function,"sock_eq(struct sockaddr_in6 *,struct sockaddr_in6 *)",resolv/res_send.c,0,23,1,12,23,0,23,11,18,1,0,0,4,4,8,11,2,0,9,4,4,10,3,3,3,2,3,0
