Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Code Unit Lines,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
448,No,No,480800c76969b38f13b6909eb679b23571417538,,No,,Function,__aligned(),xen/arch/arm/mm.c,,,,12,58,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,107,12,28,28,7,31,18,20,5,1,6,6,0,0,6,1,1,1,1,0,,,,,0,,0,0,,1.11,,,,
448,No,No,480800c76969b38f13b6909eb679b23571417538,,No,,Function,__cpu_die(unsigned int),xen/arch/x86/smpboot.c,,,,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,1,14,3,8,1,0,0,5,3,7,9,2,0,7,3,3,3,1,0,,,,,0,,2,0,,0.07,,,,
448,No,No,480800c76969b38f13b6909eb679b23571417538,,No,,Function,__cpu_disable(),xen/arch/x86/smpboot.c,,,,5,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,5,15,2,12,2,0,0,12,1,14,14,1,0,13,2,2,2,1,0,,,,,0,,1,0,,0.13,,,,
448,No,No,480800c76969b38f13b6909eb679b23571417538,,No,,Function,__cpu_up(unsigned int),xen/arch/x86/smpboot.c,,,,5,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,5,16,2,10,0,0,0,8,4,10,13,1,0,12,5,5,5,3,2,,,,,2,,1,2,,0.00,,,,
448,No,No,480800c76969b38f13b6909eb679b23571417538,,No,,Static Function,"__csched_set_tslice(struct csched_private *,unsigned int)",xen/common/sched_credit.c,,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,0,11,2,7,0,0,0,8,2,6,7,0,0,7,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
448,No,No,480800c76969b38f13b6909eb679b23571417538,,No,,Static Function,"__csched_vcpu_acct_start(struct csched_private *,struct csched_vcpu *)",xen/common/sched_credit.c,,,,5,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,28,5,22,4,13,1,0,0,10,3,11,13,2,0,11,4,4,4,1,0,,,,,0,,2,0,,0.05,,,,
448,No,No,480800c76969b38f13b6909eb679b23571417538,,No,,Static Function,"__csched_vcpu_acct_stop_locked(struct csched_private *,struct csched_vcpu *)",xen/common/sched_credit.c,,,,4,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,23,4,19,4,12,0,0,0,9,2,10,11,1,0,10,3,3,3,1,0,,,,,0,,1,0,,0.00,,,,
448,No,No,480800c76969b38f13b6909eb679b23571417538,,No,,Static Function,__csched_vcpu_check(struct vcpu *),xen/common/sched_credit.c,,,,2,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,20,2,18,5,10,0,0,0,3,2,8,9,2,0,7,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
448,No,No,480800c76969b38f13b6909eb679b23571417538,,No,,Static Function,"__csched_vcpu_is_cache_hot(const struct csched_private *,const struct csched_vcpu *)",xen/common/sched_credit.c,,,,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,2,10,5,5,0,0,0,3,2,3,4,1,0,3,2,2,3,1,0,,,,,0,,1,0,,0.00,,,,
448,No,No,480800c76969b38f13b6909eb679b23571417538,,No,,Static Function,"__csched_vcpu_is_migrateable(const struct csched_private *,struct vcpu *,int,cpumask_t *)",xen/common/sched_credit.c,,,,1,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17,1,9,4,4,7,0,0,4,1,3,3,1,0,2,1,1,2,1,0,,,,,0,,0,0,,0.78,,,,
