Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Code Unit Lines,Visibility,Complement,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
246,Yes,No,6aaff7b407ca76dcfc4fe81f2afe9d1594cb0d6b,"[""CVE-2016-9818"", ""CVE-2016-9817"", ""CVE-2016-9816"", ""CVE-2016-9815""]",No,Yes,"[8, 57]",default,Struct,Struct,cpu_user_regs,xen/include/asm-arm/arm32/processor.h,0,0,0,10,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,37,0,0,0,0,0,0,0,50,10,38,33,0,9,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Yes,No,6aaff7b407ca76dcfc4fe81f2afe9d1594cb0d6b,"[""CVE-2016-9818"", ""CVE-2016-9817"", ""CVE-2016-9816"", ""CVE-2016-9815""]",No,No,"[274, 386]",default,Struct,Struct,cpuinfo_arm,xen/include/asm-arm/processor.h,0,0,0,13,95,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,113,8,52,53,0,7,45,4,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Yes,No,6aaff7b407ca76dcfc4fe81f2afe9d1594cb0d6b,"[""CVE-2016-9818"", ""CVE-2016-9817"", ""CVE-2016-9816"", ""CVE-2016-9815""]",No,No,"[410, 531]",default,Union,Union,hsr,xen/include/asm-arm/processor.h,0,0,0,11,109,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,122,11,83,82,0,63,19,7,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Yes,No,6aaff7b407ca76dcfc4fe81f2afe9d1594cb0d6b,"[""CVE-2016-9818"", ""CVE-2016-9817"", ""CVE-2016-9816"", ""CVE-2016-9815""]",No,No,"[419, 425]",public,Struct,Public Struct,hsr::hsr_cond,xen/include/asm-arm/processor.h,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,7,0,7,6,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Yes,No,6aaff7b407ca76dcfc4fe81f2afe9d1594cb0d6b,"[""CVE-2016-9818"", ""CVE-2016-9817"", ""CVE-2016-9816"", ""CVE-2016-9815""]",No,No,"[463, 472]",public,Struct,Public Struct,hsr::hsr_cp,xen/include/asm-arm/processor.h,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,10,0,10,9,0,6,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Yes,No,6aaff7b407ca76dcfc4fe81f2afe9d1594cb0d6b,"[""CVE-2016-9818"", ""CVE-2016-9817"", ""CVE-2016-9816"", ""CVE-2016-9815""]",No,No,"[437, 448]",public,Struct,Public Struct,hsr::hsr_cp32,xen/include/asm-arm/processor.h,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,12,0,12,11,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Yes,No,6aaff7b407ca76dcfc4fe81f2afe9d1594cb0d6b,"[""CVE-2016-9818"", ""CVE-2016-9817"", ""CVE-2016-9816"", ""CVE-2016-9815""]",No,No,"[450, 461]",public,Struct,Public Struct,hsr::hsr_cp64,xen/include/asm-arm/processor.h,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,12,0,12,11,0,9,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Yes,No,6aaff7b407ca76dcfc4fe81f2afe9d1594cb0d6b,"[""CVE-2016-9818"", ""CVE-2016-9817"", ""CVE-2016-9816"", ""CVE-2016-9815""]",No,No,"[500, 519]",public,Struct,Public Struct,hsr::hsr_dabt,xen/include/asm-arm/processor.h,0,0,0,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,20,0,16,15,0,13,1,3,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Yes,No,6aaff7b407ca76dcfc4fe81f2afe9d1594cb0d6b,"[""CVE-2016-9818"", ""CVE-2016-9817"", ""CVE-2016-9816"", ""CVE-2016-9815""]",No,No,"[489, 498]",public,Struct,Public Struct,hsr::hsr_iabt,xen/include/asm-arm/processor.h,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,10,0,10,9,0,5,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Yes,No,6aaff7b407ca76dcfc4fe81f2afe9d1594cb0d6b,"[""CVE-2016-9818"", ""CVE-2016-9817"", ""CVE-2016-9816"", ""CVE-2016-9815""]",No,No,"[427, 434]",public,Struct,Public Struct,hsr::hsr_wfi_wfe,xen/include/asm-arm/processor.h,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,8,0,8,7,0,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
