Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,Vulnerable Code Unit,Patched Code Unit,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,File,ab.c,support/ab.c,5,64,6,229,1917,393,11,10,13,3,74,4,53,6,0,24,274,11,52,2445,189,1382,212,1063,365,478,176,296,12,59,1006116368,802,1041,194,4,843,55,55,61,32,6,44,2,6,1145720655,0,274,245,310,91
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,File,ap_listen.h,include/ap_listen.h,0,0,0,18,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,163,18,32,8,0,90,2,21,0,0,0,0,25,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,File,ap_mmn.h,include/ap_mmn.h,0,0,0,8,14,496,0,0,0,0,0,0,0,0,0,0,0,0,0,515,8,0,0,0,496,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,File,ap_regex.h,include/ap_regex.h,0,0,0,28,71,183,0,0,0,0,0,0,0,0,0,0,0,0,0,264,28,46,46,0,176,9,22,0,0,0,0,27,27,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,File,apreq_module_cgi.c,server/apreq_module_cgi.c,5,28,1,178,750,103,5,5,6,3,34,5,28,1,0,24,165,7,14,1013,178,708,167,495,103,11,32,190,8,24,251,377,506,128,1,377,18,13,18,14,4,45,2,4,11299674,0,128,117,137,83
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,File,apreq_util.c,server/apreq_util.c,5,29,2,193,858,133,8,6,9,5,35,5,28,2,0,29,61,2,8,1169,193,813,158,571,120,34,26,112,4,16,511,429,663,101,4,558,29,24,29,29,4,50,2,4,1161655,0,238,163,269,149
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,File,byterange_filter.c,modules/http/byterange_filter.c,12,98,14,64,439,81,17,17,23,11,124,12,98,14,0,4,49,12,19,580,64,398,61,283,81,2,41,67,17,27,86484,223,286,55,3,228,32,32,42,23,4,11,3,4,40363849,0,66,66,93,46
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,File,cache_util.c,modules/cache/cache_util.c,5,38,10,147,885,322,8,8,10,4,53,5,38,10,0,23,205,9,29,1347,147,882,148,578,322,0,3,156,7,29,7903,383,560,110,1,449,44,35,46,21,6,51,2,6,35706361,0,185,173,236,97
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,File,config.c,server/config.c,5,24,4,445,1821,373,5,4,6,2,32,5,23,4,0,75,552,7,28,2625,444,1764,428,1092,368,24,49,451,6,33,2697,831,1141,267,5,869,50,38,72,33,4,110,1,4,48478287,0,345,333,422,200
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,File,core.c,server/core.c,4,24,3,750,3960,561,5,5,6,2,30,4,24,3,0,149,1071,7,131,5234,744,3755,866,2593,559,98,129,911,6,45,1000051442,1616,2293,502,1,1790,38,38,39,21,5,187,1,5,519562514,0,734,710,828,444
