Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,Vulnerable Code Unit,Patched Code Unit,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,File,ApacheMonitor.c,support/win32/ApacheMonitor.c,4,50,1,184,1542,49,8,7,9,3,55,4,50,1,0,29,221,8,35,1770,184,1507,170,1028,49,2,35,341,12,48,431,743,986,158,0,828,45,26,45,23,8,65,2,8,593074512,0,235,196,250,112
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,File,ApacheMonitor.h,support/win32/ApacheMonitor.h,0,0,0,3,55,19,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,0,0,19,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,File,Win9xConHook.c,server/mpm/winnt/Win9xConHook.c,0,0,0,63,454,183,0,0,0,0,0,0,0,0,0,0,0,0,0,697,1,0,0,0,16,679,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,File,Win9xConHook.h,server/mpm/winnt/Win9xConHook.h,0,0,0,12,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,0,0,0,24,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,File,ab.c,support/ab.c,6,75,7,212,1719,363,13,12,15,4,87,5,63,7,0,18,228,13,41,2210,174,1220,191,931,338,438,157,277,15,50,1002042638,731,934,178,4,752,53,53,58,27,6,38,2,6,762483939,0,234,210,261,80
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,File,ajp.h,modules/proxy/ajp.h,0,0,0,52,127,298,0,0,0,0,0,0,0,0,0,0,0,0,0,475,52,52,6,0,297,4,75,0,0,0,0,38,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,File,ajp_header.c,modules/proxy/ajp_header.c,4,41,4,70,549,137,8,7,10,7,49,4,41,4,0,12,75,7,25,751,70,542,87,406,137,2,5,73,7,19,13109,208,301,48,2,251,30,30,54,29,4,17,2,4,23008158,0,92,87,121,82
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,File,ajp_header.h,modules/proxy/ajp_header.h,0,0,0,10,69,98,0,0,0,0,0,0,0,0,0,0,0,0,0,175,10,0,0,0,98,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,File,ajp_link.c,modules/proxy/ajp_link.c,7,27,1,28,83,17,5,5,5,4,34,7,27,1,0,3,17,6,7,126,28,82,14,58,17,0,1,11,4,4,13,43,56,13,0,43,5,5,5,5,2,5,2,2,31536,0,14,14,14,14
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,File,ajp_msg.c,modules/proxy/ajp_msg.c,3,14,1,104,315,188,2,2,3,1,18,3,14,1,0,22,121,6,16,602,104,314,53,198,188,0,1,96,4,9,59,173,224,50,1,173,6,6,7,3,3,21,1,3,147826,0,51,51,57,32
