Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,Vulnerable Code Unit,Patched Code Unit,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
12,No,No,066712a8cdcb414467706def84e461b393af503c,No,No,File,ajp_header.c,modules/proxy/ajp_header.c,4,40,4,74,612,150,10,10,13,6,48,4,40,4,0,14,91,6,26,831,74,605,113,450,150,2,5,91,6,21,14750,233,334,59,0,275,50,50,76,30,4,19,1,4,30058565,0,144,139,176,91
12,No,No,066712a8cdcb414467706def84e461b393af503c,No,No,File,ajp_msg.c,modules/proxy/ajp_msg.c,3,15,1,99,343,198,4,4,4,1,18,3,15,1,0,23,144,6,17,636,99,338,60,211,198,0,5,107,5,9,79,190,246,57,0,189,31,31,37,4,3,23,1,3,303320,0,86,86,98,32
12,No,No,066712a8cdcb414467706def84e461b393af503c,No,No,File,ap_config.h,include/ap_config.h,0,0,0,25,110,120,0,0,0,0,0,0,0,0,0,0,0,0,0,252,23,0,0,0,95,68,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,No,No,066712a8cdcb414467706def84e461b393af503c,No,No,File,ap_mmn.h,include/ap_mmn.h,0,0,0,9,14,418,0,0,0,0,0,0,0,0,0,0,0,0,0,438,9,0,0,0,418,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,No,No,066712a8cdcb414467706def84e461b393af503c,No,No,File,ap_mpm.h,include/ap_mpm.h,0,0,0,22,69,164,0,0,0,0,0,0,0,0,0,0,0,0,0,235,21,22,21,0,164,10,39,0,0,0,0,5,10,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
12,No,No,066712a8cdcb414467706def84e461b393af503c,No,No,File,ap_provider.h,include/ap_provider.h,0,0,0,15,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15,19,19,0,56,2,8,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
12,No,No,066712a8cdcb414467706def84e461b393af503c,No,No,File,ap_regex.h,include/ap_regex.h,0,0,0,25,62,164,0,0,0,0,0,0,0,0,0,0,0,0,0,236,25,38,38,0,157,9,21,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
12,No,No,066712a8cdcb414467706def84e461b393af503c,No,No,File,ap_release.h,include/ap_release.h,0,0,0,12,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,75,12,0,0,0,35,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,No,No,066712a8cdcb414467706def84e461b393af503c,No,No,File,ap_slotmem.h,include/ap_slotmem.h,0,0,0,15,45,128,0,0,0,0,0,0,0,0,0,0,0,0,0,187,15,18,17,0,127,3,25,0,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
12,No,No,066712a8cdcb414467706def84e461b393af503c,No,No,File,ap_socache.h,include/ap_socache.h,0,0,0,23,57,151,0,0,0,0,0,0,0,0,0,0,0,0,0,230,23,40,39,0,151,2,15,0,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
