Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Yes,File,stdlib.h,include/stdlib.h,1,6,0,35,236,4,1,1,1,1,7,1,6,0,0,1,0,0,0,274,35,211,208,0,4,5,23,1,1,1,1,82,152,152,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Yes,File,strtod_l.c,stdlib/strtod_l.c,24,195,36,183,1321,284,65,65,81,17,254,24,173,36,0,6,39,6,14,1779,183,1041,144,719,281,88,239,52,9,25,1000001251,833,1115,163,26,926,342,341,422,92,9,19,3,9,71786439,0,388,387,485,105
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtod_nan.c,stdlib/strtod_nan.c,0,0,0,2,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,18,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtod_nan_double.h,stdlib/strtod_nan_double.h,0,0,0,1,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtod_nan_float.h,stdlib/strtod_nan_float.h,0,0,0,1,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtod_nan_ldouble.h,sysdeps/ieee754/ldbl-96/strtod_nan_ldouble.h,0,0,0,1,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtod_nan_ldouble.h,sysdeps/ieee754/ldbl-128/strtod_nan_ldouble.h,0,0,0,1,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtod_nan_ldouble.h,sysdeps/ieee754/ldbl-128ibm/strtod_nan_ldouble.h,0,0,0,1,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtod_nan_main.c,stdlib/strtod_nan_main.c,0,0,0,9,29,25,0,0,0,0,0,0,0,0,0,0,7,7,7,63,9,24,5,15,25,0,5,7,7,7,0,15,20,5,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtod_nan_narrow.h,stdlib/strtod_nan_narrow.h,0,0,0,1,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtod_nan_wide.h,stdlib/strtod_nan_wide.h,0,0,0,1,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtof_l.c,stdlib/strtof_l.c,0,0,0,4,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,1,1,0,18,4,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtof_nan.c,stdlib/strtof_nan.c,0,0,0,2,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtold_l.c,sysdeps/ieee754/ldbl-128/strtold_l.c,0,0,0,4,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,0,18,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtold_l.c,sysdeps/ieee754/ldbl-64-128/strtold_l.c,0,0,0,5,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,4,1,0,18,15,26,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtold_l.c,sysdeps/ieee754/ldbl-96/strtold_l.c,0,0,0,4,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,0,18,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtold_l.c,sysdeps/ieee754/ldbl-128ibm/strtold_l.c,0,0,0,5,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,4,0,0,18,15,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,strtold_nan.c,stdlib/strtold_nan.c,0,0,0,3,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,wchar.h,include/wchar.h,0,0,0,17,198,18,0,0,0,0,0,0,0,0,0,0,0,0,0,227,2,0,0,0,2,214,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,wcstod_l.c,wcsmbs/wcstod_l.c,0,0,0,5,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,2,2,0,18,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
86,Yes,No,e02cabecf0d025ec4f4ddee290bdf7aadb873bb3,"[""CVE-2014-9761""]",No,Unknown,File,wcstod_nan.c,wcsmbs/wcstod_nan.c,0,0,0,2,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
