Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,strtod_nan_wide.h,stdlib/strtod_nan_wide.h,0,0,0,1,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,strtof_l.c,stdlib/strtof_l.c,0,0,0,4,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,3,3,0,18,3,20,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,strtof_nan.c,stdlib/strtof_nan.c,0,0,0,2,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,strtold_l.c,sysdeps/ieee754/ldbl-128/strtold_l.c,0,0,0,4,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,0,18,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,strtold_l.c,sysdeps/ieee754/ldbl-64-128/strtold_l.c,0,0,0,5,46,18,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5,4,1,0,18,14,35,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,strtold_l.c,sysdeps/ieee754/ldbl-96/strtold_l.c,0,0,0,4,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,0,18,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,strtold_l.c,sysdeps/ieee754/ldbl-128ibm/strtold_l.c,0,0,0,5,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,66,5,4,0,0,18,14,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,strtold_nan.c,stdlib/strtold_nan.c,0,0,0,3,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,wchar.h,include/wchar.h,0,0,0,17,195,18,0,0,0,0,0,0,0,0,0,0,0,0,0,224,2,0,0,0,2,211,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,wcstod_l.c,wcsmbs/wcstod_l.c,0,0,0,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,5,5,0,18,0,4,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,wcstod_nan.c,wcsmbs/wcstod_nan.c,0,0,0,2,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,wcstof_l.c,wcsmbs/wcstof_l.c,0,0,0,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,5,5,0,18,0,4,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,wcstof_nan.c,wcsmbs/wcstof_nan.c,0,0,0,2,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,wcstold_l.c,wcsmbs/wcstold_l.c,0,0,0,4,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,5,5,0,18,0,4,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
85,Yes,Yes,a7f0c5ae4184916f0e145de3aefc794bf2e280ad,"[""CVE-2014-9761""]",Yes,No,File,wcstold_nan.c,wcsmbs/wcstold_nan.c,0,0,0,3,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
