Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
145,Yes,Yes,5165de69c0908e28a380cbd4bb054e55ea4abc95,"[""CVE-2016-10739""]",Yes,No,File,digits_dots.c,nss/digits_dots.c,24,194,18,28,233,37,39,37,48,10,236,24,194,18,0,1,17,8,9,298,28,218,29,147,37,2,15,34,17,27,1739641,116,157,19,3,135,39,37,48,21,6,6,3,6,6205248,0,39,37,48,21
145,Yes,Yes,5165de69c0908e28a380cbd4bb054e55ea4abc95,"[""CVE-2016-10739""]",Yes,No,File,gai.c,nscd/gai.c,0,0,0,6,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,1,0,0,22,0,18,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
145,Yes,Yes,5165de69c0908e28a380cbd4bb054e55ea4abc95,"[""CVE-2016-10739""]",Yes,No,File,getaddrinfo.c,sysdeps/posix/getaddrinfo.c,10,76,7,309,1968,249,15,15,22,9,94,10,72,7,0,22,203,9,38,2525,295,1741,457,1162,245,131,117,217,10,59,2043482000,870,1188,282,14,892,122,122,180,80,9,52,2,9,2517047472,0,337,334,489,198
145,Yes,Yes,5165de69c0908e28a380cbd4bb054e55ea4abc95,"[""CVE-2016-10739""]",Yes,No,File,gethstbynm3_r.c,nscd/gethstbynm3_r.c,0,0,0,9,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9,7,2,2,17,0,22,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
145,Yes,Yes,5165de69c0908e28a380cbd4bb054e55ea4abc95,"[""CVE-2016-10739""]",Yes,No,File,inet.h,include/arpa/inet.h,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,10,10,0,0,0,3,0,0,0,0,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Yes,Yes,5165de69c0908e28a380cbd4bb054e55ea4abc95,"[""CVE-2016-10739""]",Yes,No,File,inet_addr.c,resolv/inet_addr.c,5,33,8,17,79,97,7,7,9,5,45,5,33,8,0,2,4,2,2,193,17,69,20,40,97,0,10,10,5,8,402,38,52,15,3,34,11,11,15,10,3,4,2,3,9520,1,13,13,17,11
145,Yes,Yes,5165de69c0908e28a380cbd4bb054e55ea4abc95,"[""CVE-2016-10739""]",Yes,No,File,res_init.c,resolv/res_init.c,3,42,3,54,513,145,9,8,13,5,48,3,41,3,0,11,55,5,11,707,54,470,88,304,145,0,43,112,10,44,1000000067,210,307,57,0,250,56,56,89,35,7,22,2,7,40754428,0,97,92,140,60
145,Yes,Yes,5165de69c0908e28a380cbd4bb054e55ea4abc95,"[""CVE-2016-10739""]",Yes,No,File,tst-aton.c,resolv/tst-aton.c,3,25,0,8,69,0,5,5,6,1,28,3,25,0,0,1,5,5,5,77,8,62,42,45,0,0,7,4,4,4,5,15,19,7,0,12,5,5,6,1,3,3,3,3,5200,0,5,5,6,1
145,Yes,Yes,5165de69c0908e28a380cbd4bb054e55ea4abc95,"[""CVE-2016-10739""]",Yes,No,File,tst-inet_aton_exact.c,resolv/tst-inet_aton_exact.c,4,19,1,7,22,18,1,1,1,1,24,4,19,1,0,1,1,1,1,47,7,19,3,15,18,0,3,4,4,4,1,15,16,2,0,14,1,1,1,1,0,0,0,0,240,0,1,1,1,1
145,Yes,Yes,5165de69c0908e28a380cbd4bb054e55ea4abc95,"[""CVE-2016-10739""]",Yes,No,File,tst-resolv-nondecimal.c,resolv/tst-resolv-nondecimal.c,4,23,1,20,98,21,2,2,2,1,27,4,23,1,0,4,10,2,4,139,20,91,32,70,21,0,7,25,6,11,11,57,64,17,0,47,4,4,4,1,1,1,0,1,61985,0,7,7,7,4
145,Yes,Yes,5165de69c0908e28a380cbd4bb054e55ea4abc95,"[""CVE-2016-10739""]",Yes,No,File,tst-resolv-trailing.c,resolv/tst-resolv-trailing.c,5,49,1,14,104,18,2,2,2,1,54,5,49,1,0,2,3,2,3,136,14,97,50,79,18,0,7,14,7,13,4,47,51,13,1,37,3,3,3,1,2,2,1,2,9,0,4,4,4,2
