Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,Vulnerable Code Unit,Patched Code Unit,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,8bit-generic.c,sysdeps/s390/multiarch/8bit-generic.c,0,0,0,19,366,92,0,0,0,0,0,0,0,0,0,0,0,0,0,415,1,0,0,0,20,391,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,README-testing.c,support/README-testing.c,0,8,2,2,9,8,2,2,2,1,10,0,8,2,0,1,0,0,0,19,2,8,2,4,8,0,1,1,1,1,2,2,4,1,0,3,2,2,2,1,1,1,1,1,0,1,2,2,2,1
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,access.c,sysdeps/mach/hurd/access.c,2,21,2,22,118,33,4,4,4,2,25,2,21,2,0,7,25,4,12,173,22,112,21,73,33,0,6,33,5,14,2892,58,86,20,1,65,15,15,16,8,2,4,1,2,1974708,0,28,26,29,14
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,access.c,io/access.c,1,8,0,5,21,18,2,2,2,1,9,1,8,0,0,2,2,1,2,44,5,18,4,6,18,0,3,3,2,2,3,5,9,3,0,6,2,2,3,1,1,1,0,1,80,1,3,3,4,2
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,access.c,sysdeps/nacl/access.c,0,5,0,3,13,19,2,2,2,1,5,0,5,0,0,2,7,4,4,35,3,11,7,2,19,0,2,5,2,3,2,6,10,6,0,4,2,2,2,1,0,0,0,0,145,1,4,4,4,2
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,access.c,sysdeps/unix/sysv/linux/access.c,0,9,0,3,27,17,1,1,1,1,9,0,5,0,0,1,2,2,2,47,3,16,4,6,17,2,9,2,2,2,1,6,9,3,0,6,1,1,1,1,0,0,0,0,16,1,1,1,1,1
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,acct.h,sysdeps/unix/sysv/linux/alpha/sys/acct.h,0,0,0,12,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,63,12,25,21,0,36,0,7,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,acct.h,sysdeps/unix/sysv/linux/sys/acct.h,0,0,0,17,67,65,0,0,0,0,0,0,0,0,0,0,0,0,0,106,17,53,47,0,64,2,14,0,0,0,0,41,41,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,adjtime.c,sysdeps/mach/hurd/adjtime.c,4,19,2,7,23,22,4,4,4,3,25,4,19,2,0,1,2,2,2,52,7,20,6,12,22,0,3,6,6,6,5,10,15,5,0,10,4,4,4,3,1,1,1,1,1728,1,4,4,4,3
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,aicache.c,nscd/aicache.c,23,128,22,80,421,84,25,25,31,7,173,23,120,22,0,3,50,17,38,585,80,380,105,263,84,24,24,46,15,43,1000000001,185,250,65,3,182,72,72,90,20,6,6,2,6,659480333,0,74,74,92,22
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,aio.h,rt/aio.h,0,0,0,41,159,68,0,0,0,0,0,0,0,0,0,0,0,0,0,245,28,50,43,0,49,98,41,0,0,0,0,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,aliases.h,include/aliases.h,0,0,0,7,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,18,18,0,1,0,15,0,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,alloca.h,include/alloca.h,0,0,0,13,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,80,13,4,4,0,3,30,62,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,allocatestack.c,nptl/allocatestack.c,11,41,13,245,780,256,6,6,7,2,66,11,31,12,0,13,78,6,16,1279,192,409,96,279,209,367,121,126,10,38,1107,260,332,59,16,257,30,30,32,12,4,19,1,4,39363337,0,83,83,90,32
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,arena.c,malloc/arena.c,4,32,5,134,663,203,9,9,10,3,41,4,30,5,0,17,99,6,17,992,126,536,103,314,196,95,57,100,6,18,952,319,441,79,38,324,34,34,40,9,6,44,3,6,5209029,0,149,145,165,65
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,argp-fmtstream.h,argp/argp-fmtstream.h,0,0,0,45,198,58,0,0,0,0,0,0,0,0,0,0,0,0,0,291,28,56,50,0,48,150,72,0,0,0,0,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,argp.h,argp/argp.h,0,0,0,80,199,304,0,0,0,0,0,0,0,0,0,0,0,0,0,559,74,103,87,0,304,42,75,0,0,0,0,62,62,62,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,argz.h,include/argz.h,0,0,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,3,0,1,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,asm.h,sysdeps/mips/include/sys/asm.h,0,0,0,5,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5,0,0,0,18,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,assert.h,assert/assert.h,0,0,0,26,65,44,0,0,0,0,0,0,0,0,0,0,0,0,0,131,19,10,5,0,39,39,55,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,atomic-machine.h,sysdeps/arm/atomic-machine.h,0,0,0,35,87,32,0,0,0,0,0,0,0,0,0,0,0,0,0,154,13,13,13,0,27,74,74,0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,atomic-machine.h,sysdeps/tile/tilepro/atomic-machine.h,0,12,0,12,56,31,1,1,1,1,12,0,12,0,0,2,6,3,3,98,12,24,6,2,31,0,32,2,1,1,2,6,7,3,2,2,1,1,1,1,0,0,0,0,18,1,2,2,2,2
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,atomic-machine.h,sysdeps/tile/atomic-machine.h,0,0,0,10,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,81,10,14,13,0,36,0,21,0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
104,No,No,bc779a1a5b3035133024b21e2f339fe4219fb11c,No,No,File,atomic-machine.h,sysdeps/aarch64/atomic-machine.h,0,0,0,39,106,24,0,0,0,0,0,0,0,0,0,0,0,0,0,169,39,12,12,0,24,0,94,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
