Vulnerable,Git Commit Hash,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
No,9a29cd5f657671998da41c51e1933d23312ad310,File,mod_mem_cache.c,cache/mod_mem_cache.c,2,18,4,118,682,222,4,4,4,1,25,2,18,4,0,32,364,6,20,1008,118,659,190,408,222,2,22,358,6,29,1701,299,412,130,0,282,20,20,22,13,4,64,1,4,67448210,0,113,113,120,58
Yes,5ebab647ff9d54fd719d0312a321e9f7ab8b17e1,File,mod_mem_cache.c,cache/mod_mem_cache.c,2,18,4,115,669,222,4,4,4,1,25,2,18,4,0,31,364,6,20,992,115,646,185,401,222,2,22,358,6,29,1701,291,401,125,0,276,20,20,22,13,4,64,1,4,67448210,0,110,110,117,57
No,066712a8cdcb414467706def84e461b393af503c,File,mod_log_config.c,loggers/mod_log_config.c,2,18,1,202,1223,303,4,3,4,2,21,2,17,1,0,62,668,5,16,1710,201,1161,289,680,302,21,46,542,4,15,2307,572,792,219,2,571,25,21,27,11,5,127,1,5,16131482,0,228,207,252,125
Yes,7f188926f73457ae029d572fd7b6e790e8f4fde6,File,mod_log_config.c,loggers/mod_log_config.c,2,18,1,202,1221,303,4,3,4,2,21,2,17,1,0,62,668,5,16,1708,201,1159,289,679,302,21,46,542,4,15,2307,572,791,219,2,570,25,21,27,11,4,127,1,5,16131482,0,227,206,251,124
No,02780d57bd9287c472c9ce5c25c6e46d04d67ea6,File,util.c,main/util.c,7,35,14,299,1250,616,6,6,8,4,56,7,35,14,0,35,540,8,28,2149,294,1209,200,818,613,29,19,476,7,42,82298,481,705,141,4,560,41,39,52,37,6,118,2,6,202346955,0,224,215,279,170
Yes,be6ef336b248743839cbaf7c2cf2b369121cddfb,File,util.c,main/util.c,7,35,14,299,1248,616,6,6,8,4,56,7,34,14,0,35,540,8,28,2147,294,1207,200,817,613,29,19,476,7,42,82298,480,704,141,4,559,41,39,52,37,6,118,2,6,202346955,0,224,215,279,170
No,78eb3b9235515652ed141353d98c239237030410,File,lua_request.c,lua/lua_request.c,1,17,1,338,2412,328,2,2,3,1,19,1,17,1,0,136,820,3,55,3022,337,2381,465,1622,328,7,25,1446,5,20,4125,1451,1762,444,0,1318,26,26,27,11,7,165,1,7,11883864,0,331,312,348,207
Yes,8f40799093982ce366269ae49d4dc4b837378f4c,File,lua_request.c,lua/lua_request.c,1,17,1,338,2408,329,2,2,3,1,19,1,17,1,0,136,820,3,55,3018,337,2377,464,1619,329,7,25,1446,5,20,4125,1449,1759,443,0,1316,25,25,26,10,6,165,1,7,11883864,0,330,311,347,206
