Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
149,Yes,Yes,4e4689e74d012b737bbca820cfe52c689c7d9cef,"[""CVE-2016-3960""]",Yes,No,File,common.c,xen/arch/x86/mm/shadow/common.c,4,29,6,529,2751,828,7,6,8,3,38,4,28,6,0,90,802,9,22,3964,517,2530,534,1699,809,111,129,929,10,42,1000149442,1333,1855,308,5,1542,107,101,110,63,7,132,1,7,209375044,0,585,541,701,298
149,Yes,Yes,4e4689e74d012b737bbca820cfe52c689c7d9cef,"[""CVE-2016-3960""]",Yes,No,File,common.c,xen/arch/x86/cpu/common.c,5,21,3,133,480,121,4,4,5,2,28,5,21,3,0,20,94,5,11,725,133,443,93,326,121,8,29,128,6,24,1332,266,353,80,20,253,11,11,12,6,4,25,1,4,4695020,0,89,89,98,40
149,Yes,Yes,4e4689e74d012b737bbca820cfe52c689c7d9cef,"[""CVE-2016-3960""]",Yes,No,File,domain.h,xen/include/asm-x86/domain.h,0,4,0,117,379,176,1,1,1,1,4,0,4,0,0,2,1,0,1,637,108,278,253,2,155,54,72,3,2,2,2,223,225,223,0,2,1,1,1,1,0,0,0,0,1,0,2,2,2,2
149,Yes,Yes,4e4689e74d012b737bbca820cfe52c689c7d9cef,"[""CVE-2016-3960""]",Yes,No,File,guest_pt.h,xen/include/asm-x86/guest_pt.h,0,4,0,48,231,82,1,1,1,1,5,0,4,0,0,24,49,2,8,343,38,109,46,43,76,74,80,61,3,4,29,46,75,36,0,39,3,3,4,3,1,4,0,1,3362,0,30,30,34,26
149,Yes,Yes,4e4689e74d012b737bbca820cfe52c689c7d9cef,"[""CVE-2016-3960""]",Yes,No,File,guest_walk.c,xen/arch/x86/mm/guest_walk.c,11,78,25,44,288,138,8,8,12,3,110,7,46,16,0,3,27,9,19,445,28,157,40,116,95,161,29,43,14,35,4103,67,93,20,0,73,18,17,26,5,4,7,2,4,37592533,0,25,24,35,9
149,Yes,Yes,4e4689e74d012b737bbca820cfe52c689c7d9cef,"[""CVE-2016-3960""]",Yes,No,File,hap.c,xen/arch/x86/mm/hap/hap.c,3,18,2,135,575,139,3,3,3,1,24,3,18,2,0,28,182,6,15,847,135,547,123,359,139,0,28,251,9,23,569,268,354,72,3,279,12,12,13,11,3,26,1,3,10502501,0,89,87,97,55
149,Yes,Yes,4e4689e74d012b737bbca820cfe52c689c7d9cef,"[""CVE-2016-3960""]",Yes,No,File,hvm.c,xen/arch/x86/hvm/hvm.c,6,36,3,922,4493,430,8,6,10,4,45,6,35,3,0,122,1042,9,85,5818,922,4366,557,3181,422,14,121,1282,11,76,11831936,2151,3114,449,3,2662,83,59,99,63,7,160,1,7,6652039624,0,973,768,1167,608
149,Yes,Yes,4e4689e74d012b737bbca820cfe52c689c7d9cef,"[""CVE-2016-3960""]",Yes,No,File,multi.c,xen/arch/x86/mm/shadow/multi.c,5,37,9,605,3580,971,5,5,8,2,49,4,29,8,0,73,590,8,25,5056,490,2129,462,1243,826,1315,498,838,11,88,2235828,1135,1492,347,0,1145,52,52,78,28,8,127,2,8,1422208701,0,399,395,558,185
149,Yes,Yes,4e4689e74d012b737bbca820cfe52c689c7d9cef,"[""CVE-2016-3960""]",Yes,No,File,p2m.c,xen/arch/x86/mm/p2m.c,4,26,3,419,2016,395,5,5,7,2,33,4,26,3,0,73,543,7,24,2823,404,1908,379,1225,390,99,29,779,11,38,4866,1111,1497,297,80,1120,26,26,32,15,5,121,2,5,57855810,0,398,387,475,207
149,Yes,Yes,4e4689e74d012b737bbca820cfe52c689c7d9cef,"[""CVE-2016-3960""]",Yes,No,File,page.h,xen/include/asm-x86/x86_64/page.h,0,7,0,33,116,41,1,1,1,1,7,0,7,0,0,4,4,1,1,187,33,36,11,15,40,3,80,9,2,3,5,21,26,15,0,11,2,2,2,1,1,1,0,1,80,1,5,5,5,4
149,Yes,Yes,4e4689e74d012b737bbca820cfe52c689c7d9cef,"[""CVE-2016-3960""]",Yes,No,File,processor.h,xen/include/asm-x86/processor.h,0,7,0,100,450,149,1,1,1,1,7,0,7,0,0,22,35,2,6,635,100,274,165,24,149,0,176,34,2,4,22,187,209,171,15,23,1,1,1,1,0,0,0,0,693,0,22,22,22,22
