Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
275,Yes,Yes,b614f642c35da5184416787352f51a6379a92628,"[""CVE-2017-10918""]",Yes,No,File,domain.c,xen/arch/x86/domain.c,5,29,3,329,1494,210,7,6,8,3,38,5,29,3,0,49,255,5,52,2027,329,1409,169,990,210,1,84,515,11,92,1000017361,695,994,152,21,821,90,86,114,37,5,67,1,5,5686886604,0,323,307,383,155
275,Yes,Yes,b614f642c35da5184416787352f51a6379a92628,"[""CVE-2017-10918""]",Yes,No,File,grant_table.c,xen/common/grant_table.c,7,42,3,538,2775,329,8,8,9,4,52,7,41,3,0,63,568,9,31,3625,530,2654,436,1683,329,68,62,651,10,52,354584,1457,1925,310,9,1606,54,54,66,23,5,114,2,5,538610498,0,502,485,574,307
275,Yes,Yes,b614f642c35da5184416787352f51a6379a92628,"[""CVE-2017-10918""]",Yes,No,File,ioreq.c,xen/arch/x86/hvm/ioreq.c,6,24,1,323,1058,75,4,4,5,2,31,6,24,1,0,44,440,10,24,1453,323,1044,188,700,75,0,14,312,7,18,444,495,672,149,0,523,15,13,22,12,3,53,1,3,21612676,0,178,163,203,105
275,Yes,Yes,b614f642c35da5184416787352f51a6379a92628,"[""CVE-2017-10918""]",Yes,No,File,memory.c,xen/common/memory.c,14,65,6,258,1107,115,12,11,14,9,85,14,58,5,0,16,153,10,42,1470,239,935,99,654,106,145,55,229,14,53,1574458,466,659,89,0,570,71,56,82,56,5,31,2,5,1310459555,0,194,179,231,144
275,Yes,Yes,b614f642c35da5184416787352f51a6379a92628,"[""CVE-2017-10918""]",Yes,No,File,mm.c,xen/arch/arm/mm.c,3,18,3,218,1030,267,3,2,3,1,23,3,16,3,0,47,174,4,16,1497,197,820,208,494,239,187,76,274,6,25,174,443,595,181,3,411,18,15,21,15,4,34,1,4,12789281,0,129,117,142,82
275,Yes,Yes,b614f642c35da5184416787352f51a6379a92628,"[""CVE-2017-10918""]",Yes,No,File,mm.c,xen/arch/x86/mm.c,6,36,2,985,5171,508,8,8,10,4,44,6,36,2,0,136,933,7,29,6643,978,4958,758,3405,507,35,188,1552,11,78,1010248964,2421,3490,598,16,2876,105,98,128,54,10,265,2,10,1673437423,0,1150,1076,1389,608
275,Yes,Yes,b614f642c35da5184416787352f51a6379a92628,"[""CVE-2017-10918""]",Yes,No,File,mm.h,xen/include/xen/mm.h,0,6,0,68,480,76,1,1,1,1,6,0,6,0,0,24,67,3,8,615,52,209,112,44,75,192,123,65,3,6,30,91,121,76,0,45,2,2,5,1,1,6,0,1,8645,0,30,30,33,24
275,Yes,Yes,b614f642c35da5184416787352f51a6379a92628,"[""CVE-2017-10918""]",Yes,No,File,p2m-common.h,xen/include/xen/p2m-common.h,0,0,0,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,8,8,0,4,0,3,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Yes,Yes,b614f642c35da5184416787352f51a6379a92628,"[""CVE-2017-10918""]",Yes,No,File,p2m.c,xen/arch/x86/mm/p2m.c,4,24,3,393,1822,402,7,7,8,2,31,4,24,3,0,71,528,7,31,2609,378,1719,325,1094,397,99,24,807,11,43,12069,1076,1460,269,2,1189,36,36,42,17,6,138,2,6,58027089,0,466,465,534,195
275,Yes,Yes,b614f642c35da5184416787352f51a6379a92628,"[""CVE-2017-10918""]",Yes,No,File,p2m.c,xen/arch/arm/p2m.c,4,18,5,282,963,333,3,3,4,1,27,4,18,5,0,51,312,6,17,1559,282,921,237,592,330,11,35,339,7,35,2562,483,648,155,3,490,23,17,27,8,3,37,1,3,33893359,0,166,144,188,90
