Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,Vulnerable Code Unit,Patched Code Unit,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,acpi2_0.h,tools/firmware/hvmloader/acpi/acpi2_0.h,0,0,0,45,318,113,0,0,0,0,0,0,0,0,0,0,0,0,0,474,45,234,213,0,113,0,84,0,0,0,0,213,213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,apic.h,xen/include/asm-x86/apic.h,0,1,0,42,166,31,1,1,1,1,1,0,1,0,0,2,0,0,0,231,13,15,15,2,17,171,34,2,1,1,2,10,12,10,0,2,1,1,1,1,0,0,0,0,0,1,2,2,2,2
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,arch-arm.h,xen/include/public/arch-arm.h,0,0,0,56,169,228,0,0,0,0,0,0,0,0,0,0,0,0,0,433,32,54,49,0,187,122,107,0,0,0,0,124,126,126,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,build.c,tools/firmware/hvmloader/acpi/build.c,7,41,3,96,482,84,6,6,7,4,51,7,41,3,0,11,87,8,22,653,96,469,123,335,84,0,13,174,16,36,4717,345,410,76,0,334,19,19,22,15,2,15,1,2,70641653,0,67,67,74,47
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,common.c,xen/arch/x86/mm/shadow/common.c,4,28,6,508,2644,780,7,6,8,3,36,4,27,6,0,88,851,10,26,3790,496,2435,538,1635,761,111,117,862,10,40,1000135494,1344,1867,310,5,1552,109,103,111,63,7,141,2,7,256909912,0,603,558,704,294
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,config.h,xen/include/asm-x86/config.h,0,0,0,50,198,105,0,0,0,0,0,0,0,0,0,0,0,0,0,350,50,10,10,0,103,18,188,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,crash.c,xen/arch/x86/crash.c,9,27,17,34,107,69,3,3,4,2,53,9,27,17,0,3,6,2,3,209,34,85,11,62,69,0,22,46,15,24,25,53,64,11,3,50,6,5,6,4,2,3,1,2,190885,0,10,9,11,6
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,dec_lzma2.c,xen/common/xz/dec_lzma2.c,3,16,1,199,661,317,3,3,4,1,20,3,16,1,0,26,193,7,15,1175,199,657,147,296,317,0,4,150,6,15,237,364,571,317,0,254,14,14,16,9,3,38,1,3,3934685,0,88,88,95,43
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,domain.c,xen/arch/arm/domain.c,3,14,2,166,576,93,3,3,3,1,18,3,12,2,0,38,135,4,26,832,164,472,66,313,93,51,55,208,5,31,1167,267,392,60,3,329,16,12,17,11,3,25,1,3,7235818,0,119,97,130,67
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,domain.h,xen/include/asm-x86/domain.h,0,0,0,103,326,153,0,0,0,0,0,0,0,0,0,0,0,0,0,550,94,237,215,0,132,54,60,0,0,0,0,190,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,domain.h,xen/include/asm-x86/hvm/domain.h,0,0,0,30,86,50,0,0,0,0,0,0,0,0,0,0,0,0,0,164,30,66,61,0,50,0,20,0,0,0,0,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,domain_build.c,xen/arch/x86/domain_build.c,10,79,10,171,1207,194,16,16,19,4,98,10,77,10,0,14,146,10,61,1561,171,1134,153,802,194,13,60,299,21,153,1000109963,631,873,181,3,689,116,116,137,14,5,37,3,5,39557445448,0,223,223,263,63
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,domctl.h,xen/include/public/domctl.h,0,0,0,118,689,435,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,118,478,426,0,433,14,204,0,0,0,0,965,965,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,emulate.c,xen/arch/x86/hvm/emulate.c,3,26,2,192,1347,103,5,4,6,2,31,3,26,2,0,49,323,7,29,1640,192,1325,399,828,103,0,22,251,5,31,78645,500,752,149,7,596,49,45,59,15,4,37,1,4,139626371,0,254,218,295,142
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,event.h,xen/include/xen/event.h,0,6,0,31,122,50,2,2,2,1,6,0,6,0,0,10,94,9,29,200,31,90,52,21,50,0,32,18,2,2,16,40,55,34,0,21,4,4,5,4,1,4,0,1,6711,0,16,16,17,13
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,event_channel.c,xen/common/event_channel.c,5,26,1,283,1079,79,6,5,6,3,32,5,25,1,0,40,302,8,24,1436,283,1024,163,707,79,13,42,356,9,25,870,620,846,148,0,698,36,23,43,29,3,54,1,3,41152775,0,233,197,257,142
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,guest_walk.c,xen/arch/x86/mm/guest_walk.c,9,70,23,42,285,125,8,8,10,3,95,6,46,17,0,4,37,9,21,427,31,185,42,135,98,113,25,55,14,32,4109,80,111,20,0,91,18,17,26,5,4,9,2,4,37755504,0,31,30,41,13
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,guest_walk.c,xen/arch/x86/mm/hap/guest_walk.c,5,42,2,20,98,33,8,8,8,4,49,5,41,2,0,2,16,8,9,150,20,81,15,52,33,2,16,22,11,20,30,44,60,12,0,48,15,15,15,7,2,2,1,2,1620392,0,16,16,16,8
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,hooks.c,xen/xsm/flask/hooks.c,2,11,0,324,1312,34,3,2,3,1,13,2,11,0,0,78,249,3,20,1667,247,917,252,620,31,425,53,246,3,14,213,375,628,150,0,478,64,5,64,6,2,36,0,2,337434,0,242,136,249,108
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,hvm.c,xen/arch/x86/hvm/hvm.c,6,30,2,1111,5094,399,7,5,8,4,37,6,30,2,0,165,1554,9,76,6571,1111,4988,715,3583,391,14,100,1398,8,96,1378375,2505,3566,548,0,3018,156,110,180,103,6,210,1,6,12533199479,0,1098,901,1278,682
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,hvm.h,xen/include/asm-x86/hvm/hvm.h,0,6,0,92,353,113,1,1,1,1,6,0,5,0,0,14,34,2,4,540,92,277,219,27,113,2,76,29,2,10,18,170,188,161,0,27,2,2,2,1,1,4,0,1,275,0,20,20,20,14
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,hvmloader.c,tools/firmware/hvmloader/hvmloader.c,6,22,2,57,248,60,5,5,5,1,30,6,21,2,0,7,26,4,16,359,57,228,29,112,60,3,17,53,8,31,2903,106,134,23,0,111,15,15,16,3,3,10,1,3,13288561,0,34,34,36,11
82,No,No,d0b2caa80fccafbb131b28b7b8488001d82ab4bf,No,No,File,iommu.c,xen/drivers/passthrough/x86/iommu.c,2,13,1,20,97,29,3,3,4,1,15,2,13,1,0,7,31,4,15,146,20,90,19,54,29,0,7,43,6,24,133,42,59,18,0,41,12,12,17,4,3,4,1,3,4540616,0,20,20,25,10
