Vulnerable,Git Commit Hash,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,Class,nsDelayedEventDispatcher,base/nsDocument.cpp,0,3,0,2,16,0,1,1,1,1,3,0,3,0,1,0,0,0,0,3,1,1,0,0,3,3,0,0,0,0,3,18,2,16,5,3,0,0,0,7,4,0,3,1,1,1,1,1,0,33,0,3,3,3,3
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,Public Struct,nsIDocument::FrameRequest,base/nsDocument.cpp,0,3,0,3,19,4,1,1,1,1,3,0,3,0,0,0,0,0,0,4,2,0,0,2,4,4,3,0,0,0,4,26,3,19,11,3,4,0,0,9,6,0,3,1,1,1,1,0,0,37,0,4,4,4,4
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,Class,nsPointerLockPermissionRequest,base/nsDocument.cpp,1,13,0,17,143,8,2,2,3,1,15,1,13,0,2,5,0,0,0,10,4,0,1,3,10,10,0,0,0,1,9,168,17,143,42,80,8,0,0,82,22,0,60,5,5,10,5,1,2,62,0,24,24,34,18
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,Struct,nsRadioGroupStruct,base/nsDocument.cpp,0,4,0,1,11,3,1,1,1,1,4,0,4,0,0,1,0,0,0,1,4,0,0,4,1,1,0,0,0,0,1,15,1,11,9,0,3,0,0,5,5,0,0,1,1,1,1,0,0,25,0,1,1,1,1
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,Class,nsUnblockOnloadEvent,base/nsDocument.cpp,0,2,0,0,10,0,1,1,1,1,2,0,2,0,1,0,0,0,0,2,1,1,0,0,2,2,0,0,0,0,2,10,0,10,4,2,0,0,0,5,3,0,2,1,1,1,1,1,0,0,0,2,2,2,2
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Class,ExitFullscreenScriptRunnable,base/nsDocument.cpp,0,7,2,2,20,5,1,1,1,1,9,0,7,2,1,3,0,0,0,2,1,1,0,0,2,2,0,0,0,0,2,26,2,20,7,8,5,0,0,8,4,0,4,2,2,2,1,1,1,0,0,3,3,3,2
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Abstract Class,PendingFullscreenRequestList,base/nsDocument.cpp,0,4,0,8,71,10,1,1,1,1,4,0,4,0,0,3,0,2,0,1,1,0,0,1,3,3,0,0,0,0,3,89,8,71,25,26,10,0,0,36,16,0,20,1,1,1,1,0,0,33,0,2,2,2,2
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Public Class,PendingFullscreenRequestList::Iterator,base/nsDocument.cpp,0,7,0,3,51,4,2,2,2,1,8,0,7,0,0,3,0,0,0,6,2,2,0,0,6,6,2,0,2,0,4,58,3,51,15,23,4,0,0,28,10,0,18,5,5,6,4,0,3,41,0,12,12,14,9
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Struct,PositionComparator,base/nsDocument.cpp,0,5,0,1,15,0,2,2,2,2,5,0,5,0,0,2,0,0,0,2,1,0,0,1,2,2,1,0,0,0,2,16,1,15,5,6,0,0,0,9,4,0,5,3,3,3,3,0,1,0,0,4,4,4,4
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Struct,SubDocEnumArgs,base/nsDocument.cpp,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Class,SubDocMapEntry,base/nsDocument.cpp,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,7,0,6,3,0,2,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Struct,SuppressArgs,base/nsDocument.cpp,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Struct,UnsuppressArgs,base/nsDocument.cpp,0,4,0,1,9,0,1,1,1,1,4,0,4,0,0,1,0,0,0,1,3,0,0,2,1,1,0,0,0,0,1,10,1,9,6,0,0,0,0,3,3,0,0,1,1,1,1,0,0,66,0,1,1,1,1
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Class,final,base/nsDocument.cpp,0,4,0,3,12,2,1,1,1,1,4,0,4,0,1,1,0,0,0,3,1,0,1,0,3,3,0,0,0,0,3,16,3,12,5,1,2,0,0,5,4,0,1,1,1,1,1,1,0,66,0,1,1,1,1
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Class,final,base/nsDocument.cpp,0,3,0,0,10,0,1,1,1,1,3,0,3,0,1,0,0,0,0,2,1,0,0,1,2,2,0,0,1,0,1,10,0,10,6,1,0,0,0,4,3,0,1,1,1,1,1,1,0,100,0,2,2,2,2
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Class,mozilla::FullscreenRoots,base/nsDocument.cpp,0,9,0,9,87,19,2,2,2,1,9,0,9,0,0,2,0,6,1,2,1,1,0,0,8,8,0,0,4,0,4,115,9,87,33,33,19,0,0,48,18,0,30,4,4,5,4,0,2,43,0,18,18,20,11
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Class,nsCallExitFullscreen,base/nsDocument.cpp,0,5,0,2,17,0,1,1,1,1,5,0,5,0,1,2,0,0,0,2,1,1,0,0,2,2,0,0,0,0,2,19,2,17,5,5,0,0,0,7,3,0,4,2,2,2,1,1,1,0,0,3,3,3,2
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Class,nsCallRequestFullScreen,base/nsDocument.cpp,0,3,0,2,12,0,1,1,1,1,3,0,3,0,1,1,0,0,0,2,1,0,0,1,2,2,0,0,0,0,2,14,2,12,5,2,0,0,0,5,3,0,2,1,1,1,1,1,0,0,0,2,2,2,2
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Class,nsDelayedEventDispatcher,base/nsDocument.cpp,0,3,0,2,16,0,1,1,1,1,3,0,3,0,1,0,0,0,0,3,1,1,0,0,3,3,0,0,0,0,3,18,2,16,5,3,0,0,0,7,4,0,3,1,1,1,1,1,0,33,0,3,3,3,3
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Public Struct,nsIDocument::FrameRequest,base/nsDocument.cpp,0,3,0,3,19,4,1,1,1,1,3,0,3,0,0,0,0,0,0,4,2,0,0,2,4,4,3,0,0,0,4,26,3,19,11,3,4,0,0,9,6,0,3,1,1,1,1,0,0,37,0,4,4,4,4
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Class,nsPointerLockPermissionRequest,base/nsDocument.cpp,1,13,0,17,143,8,2,2,3,1,15,1,13,0,2,5,0,0,0,10,4,0,1,3,10,10,0,0,0,1,9,168,17,143,42,80,8,0,0,82,22,0,60,5,5,10,5,1,2,62,0,24,24,34,18
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Struct,nsRadioGroupStruct,base/nsDocument.cpp,0,4,0,1,11,3,1,1,1,1,4,0,4,0,0,1,0,0,0,1,4,0,0,4,1,1,0,0,0,0,1,15,1,11,9,0,3,0,0,5,5,0,0,1,1,1,1,0,0,25,0,1,1,1,1
Yes,52a7f283b30e3dbad63f74305cc752d857b1ae52,Class,nsUnblockOnloadEvent,base/nsDocument.cpp,0,2,0,0,10,0,1,1,1,1,2,0,2,0,1,0,0,0,0,2,1,1,0,0,2,2,0,0,0,0,2,10,0,10,4,2,0,0,0,5,3,0,2,1,1,1,1,1,0,0,0,2,2,2,2
Yes,868bc3704acb702c6fbf33ed32357a415775543b,Struct,AccessKeyInfo,events/EventStateManager.cpp,0,6,0,1,12,0,1,1,1,1,6,0,6,0,0,0,0,0,0,1,3,0,0,3,1,1,0,0,0,0,1,13,1,12,9,0,0,0,0,4,4,0,0,1,1,1,1,0,0,0,0,1,1,1,1
Yes,868bc3704acb702c6fbf33ed32357a415775543b,Class,ESMEventCB,events/EventStateManager.cpp,0,6,0,2,17,0,2,2,2,1,6,0,6,0,1,1,0,0,0,2,1,0,0,1,2,2,0,0,0,0,2,19,2,17,5,6,0,0,0,7,4,0,3,3,3,3,1,1,2,0,0,4,4,4,2
Yes,868bc3704acb702c6fbf33ed32357a415775543b,Class,EnterLeaveDispatcher,events/EventStateManager.cpp,0,21,1,2,51,2,6,6,8,1,22,0,21,1,0,2,0,0,0,2,5,0,0,5,2,2,0,0,0,0,2,55,2,51,21,23,2,0,0,27,12,0,15,8,8,12,1,0,3,0,0,12,12,17,2
Yes,868bc3704acb702c6fbf33ed32357a415775543b,Class,mozilla::final,events/EventStateManager.cpp,0,1,0,0,10,0,1,1,1,1,1,0,1,0,1,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,2,10,0,10,7,0,0,0,0,4,4,0,0,1,1,1,1,1,0,100,0,2,2,2,2
No,3525b6a6938b53077b950533dc75f0e8ec5c5141,Class,CookieNotifierRunnable,http/HttpBaseChannel.cpp,0,7,0,2,22,0,1,1,1,1,7,0,7,0,1,2,0,0,0,2,2,2,0,0,2,2,0,0,0,0,2,24,2,22,8,7,0,0,0,9,5,0,4,2,2,2,1,1,1,0,0,3,3,3,2
No,3525b6a6938b53077b950533dc75f0e8ec5c5141,Class,HttpAtomComparator,http/HttpBaseChannel.cpp,0,4,0,0,13,0,1,1,1,1,4,0,4,0,0,0,0,0,0,2,1,1,0,0,2,2,1,0,0,0,2,13,0,13,5,3,0,0,0,6,3,0,3,2,2,2,1,0,1,0,0,3,3,3,2
No,3525b6a6938b53077b950533dc75f0e8ec5c5141,Class,final,http/HttpBaseChannel.cpp,0,5,0,3,23,0,1,1,1,1,6,0,5,0,1,1,0,0,0,3,1,1,0,0,3,3,0,0,1,0,2,26,3,23,10,4,0,0,0,8,5,0,3,2,2,2,1,1,1,66,0,4,4,4,3
No,3525b6a6938b53077b950533dc75f0e8ec5c5141,Class,mozilla::net::InterceptFailedOnStop,http/HttpBaseChannel.cpp,0,4,0,4,29,0,1,1,1,1,4,0,4,0,1,4,0,0,0,5,2,2,0,0,5,5,0,0,1,0,4,33,4,29,13,6,0,0,0,13,7,0,6,2,2,3,1,1,1,40,0,6,6,7,5
Yes,c10122236dfe87226608159fe93de24d4cb99e59,Class,CookieNotifierRunnable,http/HttpBaseChannel.cpp,0,7,0,2,22,0,1,1,1,1,7,0,7,0,1,2,0,0,0,2,2,2,0,0,2,2,0,0,0,0,2,24,2,22,8,7,0,0,0,9,5,0,4,2,2,2,1,1,1,0,0,3,3,3,2
Yes,c10122236dfe87226608159fe93de24d4cb99e59,Class,HttpAtomComparator,http/HttpBaseChannel.cpp,0,4,0,0,13,0,1,1,1,1,4,0,4,0,0,0,0,0,0,2,1,1,0,0,2,2,1,0,0,0,2,13,0,13,5,3,0,0,0,6,3,0,3,2,2,2,1,0,1,0,0,3,3,3,2
Yes,c10122236dfe87226608159fe93de24d4cb99e59,Class,final,http/HttpBaseChannel.cpp,0,5,0,3,23,0,1,1,1,1,6,0,5,0,1,1,0,0,0,3,1,1,0,0,3,3,0,0,1,0,2,26,3,23,10,4,0,0,0,8,5,0,3,2,2,2,1,1,1,66,0,4,4,4,3
Yes,c10122236dfe87226608159fe93de24d4cb99e59,Class,mozilla::net::InterceptFailedOnStop,http/HttpBaseChannel.cpp,0,4,0,4,29,0,1,1,1,1,4,0,4,0,1,4,0,0,0,5,2,2,0,0,5,5,0,0,1,0,4,33,4,29,13,6,0,0,0,13,7,0,6,2,2,3,1,1,1,40,0,6,6,7,5
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Class,final,svg/nsSVGEffects.h,0,2,0,8,23,6,1,1,1,1,2,0,2,0,2,3,0,0,0,8,1,1,0,0,8,29,0,0,0,2,6,37,8,23,16,3,6,0,0,13,10,0,3,1,1,1,1,3,0,87,0,5,5,5,5
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Class,final,svg/nsSVGEffects.h,0,2,0,1,8,0,1,1,1,1,2,0,2,0,1,1,0,0,0,2,0,0,0,0,2,26,0,0,0,1,1,9,1,8,4,0,0,0,0,2,2,0,0,1,1,1,1,4,0,0,0,1,1,1,1
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Class,final,svg/nsSVGEffects.h,0,2,0,4,13,3,1,1,1,1,2,0,2,0,1,1,0,0,0,4,1,1,0,0,4,28,0,0,1,1,2,20,4,13,8,1,3,0,0,6,5,0,1,1,1,1,1,4,0,100,0,2,2,2,2
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Class,final,svg/nsSVGEffects.h,0,2,0,1,8,0,1,1,1,1,2,0,2,0,1,1,0,0,0,2,0,0,0,0,2,26,0,0,0,1,1,9,1,8,4,0,0,0,0,2,2,0,0,1,1,1,1,4,0,0,0,1,1,1,1
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Class,final,svg/nsSVGEffects.h,0,0,0,2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,12,2,9,4,0,1,0,0,6,6,0,0,0,0,0,0,1,0,100,0,0,0,0,0
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Class,nsSVGEffects,svg/nsSVGEffects.h,1,14,1,43,320,94,2,2,3,1,16,1,14,1,0,12,0,14,0,10,0,0,0,0,24,24,1,0,0,0,21,455,43,320,130,159,94,0,0,182,71,0,111,7,7,10,6,0,3,0,0,43,43,50,26
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Public Struct,nsSVGEffects::EffectProperties,svg/nsSVGEffects.h,1,9,0,9,55,15,2,2,3,1,10,1,9,0,0,5,0,0,0,5,3,0,0,3,5,5,0,0,0,0,5,79,9,55,25,25,15,0,0,33,15,0,18,3,3,5,3,0,1,66,0,11,11,15,7
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Abstract Class,nsSVGFilterChainObserver,svg/nsSVGEffects.h,0,6,0,9,56,1,2,2,2,2,7,0,6,0,1,0,1,0,0,8,1,1,0,0,8,8,1,0,1,0,7,66,9,56,25,19,1,0,0,34,13,0,21,3,3,3,3,1,2,100,0,13,13,13,12
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Class,nsSVGFilterProperty,svg/nsSVGEffects.h,1,7,1,6,30,4,2,2,2,1,10,1,7,1,1,1,0,0,0,4,1,0,1,0,4,12,0,0,0,1,2,40,6,30,14,12,4,0,0,14,6,0,8,4,4,5,1,2,1,25,0,6,6,7,3
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Struct,nsSVGFrameReferenceFromProperty,svg/nsSVGEffects.h,0,6,0,3,26,11,1,1,1,1,6,0,6,0,0,1,0,0,0,3,2,2,0,0,3,3,0,0,0,0,3,40,3,26,13,5,11,0,0,10,5,0,5,2,2,3,1,0,1,0,0,4,4,5,3
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Class,nsSVGIDRenderingObserver,svg/nsSVGEffects.h,0,5,0,4,47,6,1,1,1,1,5,0,5,0,1,3,2,0,0,4,1,0,1,0,4,21,0,0,0,2,2,57,4,47,21,12,6,0,0,23,11,0,12,2,2,3,1,2,1,25,0,5,5,6,4
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Protected Class,nsSVGIDRenderingObserver::SourceReference,svg/nsSVGEffects.h,0,2,0,0,15,4,1,1,1,1,2,0,2,0,1,2,0,0,0,5,1,1,0,0,5,6,0,0,0,2,1,19,0,15,5,5,4,0,0,9,4,0,5,1,1,1,1,1,0,60,0,3,3,3,3
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Abstract Class,nsSVGRenderingObserver,svg/nsSVGEffects.h,0,7,1,15,134,30,1,1,1,1,8,0,6,1,1,3,1,0,0,17,1,0,1,0,17,17,1,0,0,5,12,174,15,125,64,36,30,7,2,49,20,0,29,4,4,4,3,1,2,64,0,23,23,24,17
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Class,nsSVGRenderingObserverList,svg/nsSVGEffects.h,1,7,0,14,71,14,2,2,2,1,8,1,7,0,0,1,0,0,0,9,1,1,0,0,9,9,0,0,0,0,8,99,14,67,25,30,14,2,2,51,16,0,35,5,5,5,1,0,2,22,0,17,17,17,8
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Class,nsSVGRenderingObserverProperty,svg/nsSVGEffects.h,0,3,0,4,14,0,1,1,1,1,4,0,3,0,1,2,3,0,0,3,1,0,1,0,3,24,0,0,0,2,1,18,4,14,10,0,0,0,0,4,4,0,0,1,1,1,1,3,0,66,0,2,2,2,2
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Class,final,svg/nsSVGEffects.h,0,2,0,8,23,6,1,1,1,1,2,0,2,0,2,3,0,0,0,8,1,1,0,0,8,25,0,0,0,2,6,37,8,23,16,3,6,0,0,13,10,0,3,1,1,1,1,3,0,87,0,5,5,5,5
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Class,final,svg/nsSVGEffects.h,0,2,0,1,8,0,1,1,1,1,2,0,2,0,1,1,0,0,0,2,0,0,0,0,2,22,0,0,0,1,1,9,1,8,4,0,0,0,0,2,2,0,0,1,1,1,1,4,0,0,0,1,1,1,1
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Class,final,svg/nsSVGEffects.h,0,2,0,4,13,3,1,1,1,1,2,0,2,0,1,1,0,0,0,4,1,1,0,0,4,24,0,0,1,1,2,20,4,13,8,1,3,0,0,6,5,0,1,1,1,1,1,4,0,100,0,2,2,2,2
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Class,final,svg/nsSVGEffects.h,0,2,0,1,8,0,1,1,1,1,2,0,2,0,1,1,0,0,0,2,0,0,0,0,2,22,0,0,0,1,1,9,1,8,4,0,0,0,0,2,2,0,0,1,1,1,1,4,0,0,0,1,1,1,1
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Class,final,svg/nsSVGEffects.h,0,0,0,2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,12,2,9,4,0,1,0,0,6,6,0,0,0,0,0,0,1,0,100,0,0,0,0,0
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Class,nsSVGEffects,svg/nsSVGEffects.h,1,5,3,19,72,81,1,1,1,1,9,1,5,3,0,8,0,14,0,6,0,0,0,0,20,20,1,0,0,0,20,172,19,72,56,11,81,0,0,46,42,0,4,1,1,1,1,0,0,0,1,1,1,1,1
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Public Struct,nsSVGEffects::EffectProperties,svg/nsSVGEffects.h,0,3,0,4,14,15,1,1,2,1,3,0,3,0,0,4,0,0,0,5,3,0,0,3,5,5,0,0,0,0,5,33,4,14,9,3,15,0,0,10,8,0,2,1,1,2,1,0,0,86,1,2,2,4,2
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Abstract Class,nsSVGFilterChainObserver,svg/nsSVGEffects.h,0,1,0,5,16,1,1,1,1,1,1,0,1,0,1,0,1,0,0,7,1,1,0,0,7,7,1,0,0,0,7,22,5,16,12,2,1,0,0,9,8,0,1,1,1,1,1,1,0,100,0,1,1,1,1
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Class,nsSVGFilterProperty,svg/nsSVGEffects.h,0,3,0,3,13,0,1,1,1,1,3,0,3,0,1,1,0,0,0,4,1,0,1,0,4,11,0,0,0,1,2,16,3,13,9,1,0,0,0,5,4,0,1,1,1,1,1,2,0,50,0,2,2,2,2
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Struct,nsSVGFrameReferenceFromProperty,svg/nsSVGEffects.h,0,4,0,3,12,10,1,1,1,1,4,0,4,0,0,1,0,0,0,3,2,2,0,0,3,3,0,0,0,0,3,25,3,12,9,0,10,0,0,5,5,0,0,1,1,1,1,0,0,66,0,1,1,1,1
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Class,nsSVGIDRenderingObserver,svg/nsSVGEffects.h,0,1,0,4,27,5,1,1,1,1,1,0,1,0,1,2,2,0,0,4,1,0,1,0,4,17,0,0,0,2,2,36,4,27,13,6,5,0,0,17,11,0,6,1,1,1,1,2,0,75,0,1,1,1,1
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Protected Class,nsSVGIDRenderingObserver::SourceReference,svg/nsSVGEffects.h,0,2,0,0,15,4,1,1,1,1,2,0,2,0,1,2,0,0,0,4,1,1,0,0,4,5,0,0,0,2,1,19,0,15,5,5,4,0,0,9,4,0,5,1,1,1,1,1,0,50,0,3,3,3,3
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Abstract Class,nsSVGRenderingObserver,svg/nsSVGEffects.h,0,1,0,13,28,14,1,1,1,1,1,0,1,0,1,2,1,0,0,13,1,0,1,0,13,13,1,0,0,5,8,54,13,28,22,4,14,0,0,17,15,0,2,1,1,1,1,1,0,84,0,4,4,4,4
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Class,nsSVGRenderingObserverList,svg/nsSVGEffects.h,0,3,0,6,28,12,1,1,1,1,3,0,3,0,0,1,0,0,0,8,1,1,0,0,8,8,0,0,0,0,8,46,6,24,12,6,12,2,2,15,9,0,6,1,1,1,1,0,0,50,0,5,5,5,5
Yes,bb6b3396a07e607d3f340ccba7e258f61c767147,Class,nsSVGRenderingObserverProperty,svg/nsSVGEffects.h,0,3,0,4,14,0,1,1,1,1,4,0,3,0,1,2,3,0,0,3,1,0,1,0,3,20,0,0,0,2,1,18,4,14,10,0,0,0,0,4,4,0,0,1,1,1,1,3,0,66,0,2,2,2,2
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,Class,ContextHolder,src/xpccomponents.cpp,0,8,0,5,27,0,1,1,1,1,9,0,8,0,1,0,0,1,0,2,3,0,0,3,3,3,0,0,0,0,3,32,5,27,15,10,0,0,0,15,10,0,5,2,2,2,1,1,1,77,0,3,3,3,2
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,Class,nsXPCComponents_Classes,src/xpccomponents.cpp,0,11,0,7,136,3,1,1,2,1,11,0,10,0,3,3,0,0,0,11,1,0,0,1,11,11,0,0,0,0,11,145,7,129,45,51,3,0,7,54,14,0,40,6,6,10,4,1,5,100,0,21,21,25,14
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,Class,nsXPCComponents_ClassesByID,src/xpccomponents.cpp,0,11,0,6,137,3,1,1,2,1,11,0,10,0,3,3,0,0,0,11,1,0,0,1,11,11,0,0,0,0,11,145,6,130,45,52,3,0,7,54,14,0,40,6,6,11,4,1,5,100,0,21,21,26,14
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,Class,nsXPCComponents_Constructor,src/xpccomponents.cpp,2,16,1,34,236,19,3,3,4,2,20,2,16,1,3,7,0,1,0,12,1,0,0,1,13,13,0,0,1,0,12,289,34,229,80,109,19,0,7,111,35,0,76,21,21,43,19,1,2,100,0,39,39,61,34
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,Class,nsXPCComponents_Exception,src/xpccomponents.cpp,1,13,1,16,190,20,2,2,3,2,15,1,12,1,3,4,0,1,0,12,1,0,0,1,13,13,0,0,1,0,12,219,16,183,63,81,20,0,7,86,21,1,64,17,13,24,15,1,3,100,0,35,31,42,30
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,Class,nsXPCComponents_ID,src/xpccomponents.cpp,1,9,0,18,145,7,1,1,2,1,11,1,9,0,3,3,0,1,0,12,1,0,0,1,13,13,0,0,1,0,12,170,18,138,57,51,7,0,7,63,16,0,47,6,6,9,5,1,1,100,0,24,24,27,20
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,Class,nsXPCComponents_InterfacesByID,src/xpccomponents.cpp,0,12,0,11,159,2,2,2,2,1,13,0,11,0,3,3,0,0,0,11,2,1,0,1,11,11,0,0,0,0,11,172,11,140,51,59,2,4,15,63,17,0,46,8,8,13,5,1,4,90,0,23,23,28,18
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,Class,nsXPCComponents_Results,src/xpccomponents.cpp,0,10,0,6,127,2,1,1,2,1,10,0,9,0,3,3,0,0,0,11,1,0,0,1,11,11,0,0,0,0,11,135,6,120,44,44,2,0,7,52,14,0,38,5,5,8,5,1,4,100,0,20,20,23,18
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,Class,nsXPCComponents_Utils,src/xpccomponents.cpp,7,32,5,68,310,51,6,6,7,5,45,7,28,5,2,4,0,0,0,9,2,1,0,1,9,9,0,0,0,0,9,427,68,272,84,189,47,26,16,201,59,0,142,19,19,25,19,1,2,94,0,57,57,71,48
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,Class,nsXPCComponents_utils_Sandbox,src/xpccomponents.cpp,2,18,0,12,109,4,3,3,3,2,20,2,17,0,2,1,0,1,0,4,1,0,0,1,5,5,0,0,1,0,4,123,12,105,47,40,4,1,3,44,14,0,30,12,12,14,9,1,4,100,0,16,16,18,13
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,Class,nsXPCConstructor,src/xpccomponents.cpp,0,10,0,16,190,9,1,1,2,1,12,0,10,0,3,3,0,0,0,18,4,3,0,1,18,18,0,0,1,0,16,214,16,183,71,70,9,0,7,85,25,0,60,8,8,17,7,1,2,83,0,29,29,38,24
Yes,ec313f69b932e554243c16ff03f7f9f4930a8faa,Class,ContextHolder,src/xpccomponents.cpp,0,8,0,5,27,0,1,1,1,1,9,0,8,0,1,0,0,1,0,2,3,0,0,3,3,3,0,0,0,0,3,32,5,27,15,10,0,0,0,15,10,0,5,2,2,2,1,1,1,77,0,3,3,3,2
Yes,ec313f69b932e554243c16ff03f7f9f4930a8faa,Class,nsXPCComponents_Classes,src/xpccomponents.cpp,0,11,0,7,136,3,1,1,2,1,11,0,10,0,3,3,0,0,0,11,1,0,0,1,11,11,0,0,0,0,11,145,7,129,45,51,3,0,7,54,14,0,40,6,6,10,4,1,5,100,0,21,21,25,14
Yes,ec313f69b932e554243c16ff03f7f9f4930a8faa,Class,nsXPCComponents_ClassesByID,src/xpccomponents.cpp,0,11,0,6,137,3,1,1,2,1,11,0,10,0,3,3,0,0,0,11,1,0,0,1,11,11,0,0,0,0,11,145,6,130,45,52,3,0,7,54,14,0,40,6,6,11,4,1,5,100,0,21,21,26,14
