Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Code Unit Lines,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
56,Yes,No,46a49b91f1026f64430b84dd83e845a33f06415e,"[""CVE-2014-7154""]",No,Unknown,,default,Static,Static Function,"_sh_resync(struct vcpu *,mfn_t,struct oos_fixup *,mfn_t)",xen/arch/x86/mm/shadow/common.c,6,21,6,12,33,6,21,3,15,6,0,0,12,2,12,13,1,0,12,2,2,2,1,1,0,1,0,0
56,Yes,No,46a49b91f1026f64430b84dd83e845a33f06415e,"[""CVE-2014-7154""]",No,Unknown,,default,Static,Static Function,"_sh_resync_l1(struct vcpu *,mfn_t,mfn_t)",xen/arch/x86/mm/shadow/common.c,2,12,1,6,15,2,12,2,9,1,0,0,9,4,6,9,1,0,8,4,4,4,1,2,0,1,0,0
56,Yes,No,46a49b91f1026f64430b84dd83e845a33f06415e,"[""CVE-2014-7154""]",No,No,"[1281, 1345]",default,Static,Static Function,"_shadow_prealloc(struct domain *,unsigned int)",xen/arch/x86/mm/shadow/common.c,9,45,12,14,65,9,45,7,29,12,0,0,15,15,23,29,4,0,25,9,9,9,6,6,6,2,6,0
56,Yes,No,46a49b91f1026f64430b84dd83e845a33f06415e,"[""CVE-2014-7154""]",No,No,"[2002, 2048]",default,Static,Static Function,"hash_foreach(struct vcpu *,unsigned int,const hash_callback_t [],mfn_t)",xen/arch/x86/mm/shadow/common.c,4,30,13,17,47,4,30,7,17,13,0,0,10,10,17,23,3,0,20,7,7,7,7,6,6,4,6,0
56,Yes,No,46a49b91f1026f64430b84dd83e845a33f06415e,"[""CVE-2014-7154""]",No,No,"[249, 280]",default,Static,Static Function,"hvm_emulate_cmpxchg(enum x86_segment,unsigned long,void *,void *,unsigned int,struct x86_emulate_ctxt *)",xen/arch/x86/mm/shadow/common.c,5,27,0,10,32,5,27,12,16,0,0,0,6,4,12,15,4,0,11,4,4,4,4,3,3,1,3,0
56,Yes,No,46a49b91f1026f64430b84dd83e845a33f06415e,"[""CVE-2014-7154""]",No,No,"[197, 218]",default,Static,Static Function,"hvm_emulate_insn_fetch(enum x86_segment,unsigned long,void *,unsigned int,struct x86_emulate_ctxt *)",xen/arch/x86/mm/shadow/common.c,3,17,2,8,22,3,17,9,9,2,0,0,6,2,6,7,2,0,5,2,2,2,1,1,0,1,0,0
56,Yes,No,46a49b91f1026f64430b84dd83e845a33f06415e,"[""CVE-2014-7154""]",No,No,"[184, 195]",default,Static,Static Function,"hvm_emulate_read(enum x86_segment,unsigned long,void *,unsigned int,struct x86_emulate_ctxt *)",xen/arch/x86/mm/shadow/common.c,0,12,0,5,12,0,12,6,4,0,0,0,4,2,2,3,0,0,3,2,2,2,1,1,0,1,0,0
56,Yes,No,46a49b91f1026f64430b84dd83e845a33f06415e,"[""CVE-2014-7154""]",No,No,"[220, 247]",default,Static,Static Function,"hvm_emulate_write(enum x86_segment,unsigned long,void *,unsigned int,struct x86_emulate_ctxt *)",xen/arch/x86/mm/shadow/common.c,4,23,1,9,28,4,23,11,13,1,0,0,6,5,9,12,4,0,8,4,4,4,3,2,2,1,2,0
56,Yes,No,46a49b91f1026f64430b84dd83e845a33f06415e,"[""CVE-2014-7154""]",No,No,"[113, 120]",default,none,Function,"hvm_get_seg_reg(enum x86_segment,struct sh_emulate_ctxt *)",xen/arch/x86/mm/shadow/common.c,0,8,0,6,8,0,8,3,4,0,0,0,3,2,3,4,1,0,3,2,2,2,1,0,0,1,0,0
56,Yes,No,46a49b91f1026f64430b84dd83e845a33f06415e,"[""CVE-2014-7154""]",No,No,"[145, 182]",default,Static,Static Function,"hvm_read(enum x86_segment,unsigned long,void *,unsigned int,enum hvm_access_type,struct sh_emulate_ctxt *)",xen/arch/x86/mm/shadow/common.c,4,34,0,8,38,4,34,9,21,0,0,0,5,11,12,21,2,0,19,9,4,9,6,12,11,1,11,0
