Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,Vulnerable Code Unit,Patched Code Unit,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,Static,Static Function,"__copy_mfn_to_guest_offset((*) (),size_t,mfn_t)",xen/common/memory.c,1,7,0,5,8,1,7,4,2,0,0,0,3,1,2,2,1,0,1,1,1,1,1,0,0,0,0,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,Static,Static Function,"acquire_grant_table(struct domain *,unsigned int,unsigned long,unsigned int,xen_pfn_t [])",xen/common/memory.c,7,29,1,5,37,7,29,7,18,1,0,0,6,7,13,18,3,0,15,5,4,5,3,6,4,2,3,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,Static,Static Function,acquire_resource((*) ()),xen/common/memory.c,19,70,12,9,101,19,70,8,50,12,0,0,16,143,32,50,6,0,44,18,18,22,12,17,16,3,16,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,none,Function,"check_get_page_from_gfn(struct domain *,gfn_t,bool,p2m_type_t *,struct page_info **)",xen/common/memory.c,6,30,0,4,36,4,13,5,7,0,15,4,5,2,8,9,3,0,6,3,3,3,1,1,0,1,0,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,none,Function,clear_domain_page(mfn_t),xen/common/memory.c,1,6,0,1,7,1,6,2,3,0,0,0,3,1,3,3,1,0,2,1,1,1,1,0,0,0,0,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,Static,Static Function,"construct_memop_from_reservation(const struct xen_memory_reservation *,struct memop_args *)",xen/common/memory.c,6,44,0,13,50,6,44,6,27,0,0,0,15,15,20,28,3,0,25,9,9,10,7,8,8,4,8,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,none,Function,"copy_domain_page(mfn_t,mfn_t)",xen/common/memory.c,1,8,0,2,9,1,8,3,5,0,0,0,3,1,5,5,2,0,3,1,1,1,1,0,0,0,0,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,Static,Static Function,decrease_reservation(struct memop_args *),xen/common/memory.c,10,51,9,9,70,10,51,8,30,9,0,0,16,42,25,35,6,0,29,11,10,13,9,19,19,4,19,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,none,Function,"destroy_ring_for_helper(void **,struct page_info *)",xen/common/memory.c,1,11,0,3,12,1,11,3,5,0,0,0,3,2,4,5,1,0,4,2,2,2,1,0,0,1,0,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,none,Function,"do_memory_op(unsigned long,(*) ())",xen/common/memory.c,105,336,27,39,467,99,306,15,253,20,37,6,52,100,166,238,14,0,224,72,56,80,57,527,520,2,520,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,Static,Static Function,"get_gfn_query_unlocked(struct domain *,unsigned long,p2m_type_t *)",xen/include/asm-x86/p2m.h,0,7,0,6,7,0,7,4,1,0,0,0,2,1,2,2,1,0,1,1,1,1,1,0,0,0,0,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,Static,Static Function,"get_ioreq(struct hvm_ioreq_server *,struct vcpu *)",xen/arch/x86/hvm/ioreq.c,2,7,0,9,9,2,7,2,4,0,0,0,3,1,4,4,1,0,3,1,1,2,1,0,0,0,0,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,Static,Static Function,"get_ioreq_server(const struct domain *,unsigned int)",xen/arch/x86/hvm/ioreq.c,1,7,0,13,8,1,7,2,3,0,0,0,1,2,2,3,0,0,3,2,2,2,1,1,0,1,0,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,Static,Static Function,"get_page_from_gfn(struct domain *,unsigned long,p2m_type_t *,p2m_query_t)",xen/include/asm-x86/p2m.h,2,11,1,7,14,2,11,3,6,1,0,0,10,3,5,7,1,0,6,5,5,6,1,1,0,1,0,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,Static,Static Function,"get_two_gfns(struct domain *,unsigned long,p2m_type_t *,p2m_access_t *,mfn_t *,struct domain *,unsigned long,p2m_type_t *,p2m_access_t *,mfn_t *,p2m_query_t,struct two_gfns *)",xen/include/asm-x86/p2m.h,5,30,2,20,37,5,21,7,10,2,0,9,6,2,29,30,3,0,27,18,18,20,1,1,0,2,0,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,Static,Static Function,"guest_physmap_add_page(struct domain *,gfn_t,mfn_t,unsigned int)",xen/include/asm-x86/p2m.h,0,7,0,4,7,0,7,4,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
416,No,No,f6b6ae78679b363ff670a9c125077c436dabd608,No,No,default,none,Function,"guest_remove_page(struct domain *,unsigned long)",xen/common/memory.c,14,75,21,5,109,9,29,4,19,13,52,7,13,4,17,20,3,0,17,5,5,7,3,2,2,1,2,0
