Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,none,Function,"change_bit(int,volatile void *)",xen/arch/arm/arm64/lib/bitops.c,0,1,0,2,1,0,1,1,1,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,0,1,0,0
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,none,Function,"change_bit_timeout(int,volatile void *,unsigned int)",xen/arch/arm/arm64/lib/bitops.c,0,1,0,3,1,0,1,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,none,Function,"clear_bit(int,volatile void *)",xen/arch/arm/arm64/lib/bitops.c,0,1,0,2,1,0,1,1,1,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,0,1,0,0
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,none,Function,"clear_bit_timeout(int,volatile void *,unsigned int)",xen/arch/arm/arm64/lib/bitops.c,0,1,0,3,1,0,1,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,none,Function,"clear_mask16(uint16_t,volatile void *)",xen/arch/arm/arm64/lib/bitops.c,0,5,0,2,5,0,5,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,0,1,0,0
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,none,Function,"clear_mask16_timeout(uint16_t,volatile void *,unsigned int)",xen/arch/arm/arm64/lib/bitops.c,0,5,0,3,5,0,5,2,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,Static,Static Function,"int_change_bit(int,volatile void *,bool,unsigned int)",xen/arch/arm/arm64/lib/bitops.c,0,1,0,6,1,0,1,1,1,0,0,0,3,2,7,8,3,1,4,3,3,4,3,2,2,2,2,0
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,Static,Static Function,"int_clear_bit(int,volatile void *,bool,unsigned int)",xen/arch/arm/arm64/lib/bitops.c,0,1,0,6,1,0,1,1,1,0,0,0,3,2,7,8,3,1,4,3,3,4,3,2,2,2,2,0
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,Static,Static Function,"int_clear_mask16(uint16_t,volatile uint16_t *,bool,unsigned int)",xen/arch/arm/arm64/lib/bitops.c,3,17,0,6,20,3,17,3,5,0,0,0,1,2,5,6,1,1,4,3,3,4,3,2,2,2,2,0
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,Static,Static Function,"int_set_bit(int,volatile void *,bool,unsigned int)",xen/arch/arm/arm64/lib/bitops.c,0,1,0,6,1,0,1,1,1,0,0,0,3,2,7,8,3,1,4,3,3,4,3,2,2,2,2,0
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,Static,Static Function,"int_test_and_change_bit(int,volatile void *,int *,bool,unsigned int)",xen/arch/arm/arm64/lib/bitops.c,0,1,0,6,1,0,1,1,1,0,0,0,4,2,10,11,4,1,6,3,3,4,3,2,2,2,2,0
453,Yes,Yes,863e74eb2cffb5c1a454441b3e842ac56802d2f0,"[""CVE-2019-17350"", ""CVE-2019-17349""]",Unknown,No,default,Static,Static Function,"int_test_and_clear_bit(int,volatile void *,int *,bool,unsigned int)",xen/arch/arm/arm64/lib/bitops.c,0,1,0,6,1,0,1,1,1,0,0,0,4,2,10,11,4,1,6,3,3,4,3,2,2,2,2,0
