Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Code Unit Lines,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[751, 772]",default,Static,Static Function,"__put_rep_prefix(struct cpu_user_regs *,struct cpu_user_regs *,int,unsigned long)",xen/arch/x86/x86_emulate/x86_emulate.c,2,19,1,7,22,2,19,8,12,1,0,0,3,6,6,9,1,0,8,6,6,6,1,2,0,1,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[729, 736]",default,Static,Static Function,"_get_rep_prefix(const struct cpu_user_regs *,int)",xen/arch/x86/x86_emulate/x86_emulate.c,0,8,0,4,8,0,8,3,3,0,0,0,1,1,1,1,0,0,1,3,3,3,1,0,0,0,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[949, 958]",default,Static,Static Function,"_mode_iopl(struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,0,10,0,6,10,0,10,5,4,0,0,0,2,2,3,4,1,0,3,2,2,2,1,1,0,1,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[1284, 1322]",default,none,Function,"decode_register(uint8_t,struct cpu_user_regs *,int)",xen/arch/x86/x86_emulate/x86_emulate.c,2,37,0,12,39,2,27,4,19,0,8,2,2,9,21,30,1,0,29,13,6,13,1,36,0,1,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[1325, 1339]",default,Static,Static Function,decode_segment(uint8_t),xen/arch/x86/x86_emulate/x86_emulate.c,0,15,0,2,15,0,15,2,9,0,0,0,1,7,8,15,0,0,15,7,2,7,1,21,0,1,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[842, 850]",default,Static,Static Function,"div_dbl(unsigned long [2],unsigned long)",xen/arch/x86/x86_emulate/x86_emulate.c,0,9,0,4,9,0,9,1,3,0,0,0,1,2,3,4,0,1,3,2,2,3,1,1,0,1,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[619, 623]",default,Static,Static Function,even_parity(uint8_t),xen/arch/x86/x86_emulate/x86_emulate.c,0,5,0,2,5,0,5,1,1,0,0,0,1,1,2,2,0,1,1,1,1,1,1,0,0,0,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[666, 671]",default,Static,Static Function,"fpu_handle_exception(void *,struct cpu_user_regs *)",xen/arch/x86/x86_emulate/x86_emulate.c,0,6,0,2,6,0,6,2,3,0,0,0,2,1,3,3,1,0,2,1,1,1,1,0,0,0,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[932, 947]",default,Static,Static Function,"get_cpl(struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,3,13,0,10,16,3,13,5,6,0,0,0,2,3,4,6,1,0,5,3,3,4,3,2,2,1,2,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[860, 892]",default,Static,Static Function,"idiv_dbl(unsigned long [2],unsigned long)",xen/arch/x86/x86_emulate/x86_emulate.c,5,24,5,3,33,5,24,2,17,5,0,0,2,33,9,17,1,0,16,10,10,10,6,8,8,2,8,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[827, 834]",default,Static,Static Function,imul_dbl(unsigned long [2]),xen/arch/x86/x86_emulate/x86_emulate.c,0,8,0,2,8,0,8,2,1,0,0,0,1,1,3,3,1,1,1,1,1,1,1,0,0,0,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[1087, 1099]",default,Static,Static Function,"in_longmode(struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,2,11,0,5,13,2,11,5,4,0,0,0,2,2,4,5,1,0,4,2,2,2,1,1,0,1,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[1032, 1038]",default,Static,Static Function,"in_protmode(struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,0,7,0,6,7,0,7,4,1,0,0,0,2,1,1,1,0,0,1,1,1,2,1,0,0,0,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[1017, 1030]",default,Static,Static Function,"in_realmode(struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,2,12,0,6,14,2,12,6,4,0,0,0,2,2,5,6,2,0,4,2,2,3,1,1,0,1,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[1342, 1448]",default,Static,Static Function,"inject_swint(enum x86_swint_type,uint8_t,uint8_t,struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,16,53,38,18,107,16,53,10,34,38,0,0,7,1288,31,44,6,0,38,24,24,27,18,54,54,4,54,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[971, 1015]",default,Static,Static Function,"ioport_access_check(unsigned int,unsigned int,struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,8,35,2,15,45,8,35,9,24,2,0,0,5,62,24,34,4,0,30,18,18,21,14,36,36,3,36,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[1267, 1282]",default,Static,Static Function,"load_seg(enum x86_segment,uint16_t,bool_t,struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,2,14,0,7,16,2,14,6,6,0,0,0,4,3,3,5,0,0,5,3,3,4,3,2,2,1,2,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[813, 820]",default,Static,Static Function,mul_dbl(unsigned long [2]),xen/arch/x86/x86_emulate/x86_emulate.c,0,8,0,2,8,0,8,2,1,0,0,0,1,1,3,3,1,1,1,1,1,1,1,0,0,0,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[1120, 1265]",default,Static,Static Function,"protmode_load_seg(enum x86_segment,uint16_t,bool_t,struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,13,112,23,15,146,13,112,11,91,23,0,0,15,1944,49,78,6,0,72,33,30,44,28,117,117,2,117,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[796, 806]",default,Static,Static Function,"read_ulong(enum x86_segment,unsigned long,unsigned long *,unsigned int,struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,0,11,0,8,11,0,11,7,2,0,0,0,3,1,2,2,0,0,2,1,1,1,1,0,0,0,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[1101, 1118]",default,Static,Static Function,"realmode_load_seg(enum x86_segment,uint16_t,struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,3,15,0,5,18,3,15,8,5,0,0,0,5,2,6,7,2,0,5,2,2,2,1,1,0,1,0,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[894, 930]",default,Static,Static Function,"test_cc(unsigned int,unsigned int)",xen/arch/x86/x86_emulate/x86_emulate.c,2,33,10,3,37,2,33,4,26,10,0,0,1,9,17,26,1,0,25,9,2,9,9,27,27,1,27,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",No,No,"[1045, 1073]",default,Static,Static Function,"vcpu_has(unsigned int,unsigned int,unsigned int,struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,2,27,0,7,29,2,27,8,14,0,0,0,3,22,17,25,2,0,23,10,7,10,3,12,2,2,2,0
89,Yes,Yes,77618649c65d3851c4af9e306ed770137e31dfcb,"[""CVE-2015-2151""]",Yes,No,"[1450, 4644]",default,none,Function,"x86_emulate(struct x86_emulate_ctxt *,const struct x86_emulate_ops *)",xen/arch/x86/x86_emulate/x86_emulate.c,229,2858,519,61,3195,226,2776,321,2369,518,67,18,87,999999999,4738,6563,481,178,5904,3081,2620,3171,1706,83075,82774,8,82760,0
