Vulnerable,Git Commit Hash,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,__context_switch(),arch\x86\domain.c,,,,12,62,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,79,12,62,11,42,5,0,0,26.0,384.0,3.0,35.0,45,10,2,33,13.0,13.0,18.0,1.0,0.0,,,,,0.0,,3,0.0,,0.08,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,__domain_crash(struct domain *),common\domain.c,,,,1,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,20,1,18,1,9,1,0,0,5.0,3.0,0.0,4.0,6,0,0,6,3.0,3.0,3.0,1.0,2.0,,,,,0.0,,1,0.0,,0.06,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,__domain_crash_synchronous(),common\domain.c,,,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9,2,7,1,4,0,0,0,3.0,2.0,0.0,5.0,6,0,3,3,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,__domain_finalise_shutdown(struct domain *),common\domain.c,,,,4,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,19,4,15,2,11,0,0,0,7.0,3.0,0.0,7.0,9,1,0,8,3.0,3.0,4.0,1.0,2.0,,,,,0.0,,1,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"__domain_pause_by_systemcontroller(struct domain *,void (*) (struct domain *))",common\domain.c,,,,5,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,24,5,15,3,10,4,0,0,2.0,2.0,0.0,8.0,9,1,0,8,3.0,3.0,3.0,3.0,2.0,,,,,2.0,,2,2.0,,0.27,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,__sync_local_execstate(),arch\x86\domain.c,,,,5,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19,5,14,3,7,0,0,0,7.0,2.0,0.0,8.0,9,2,0,7,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,_domain_struct_bits(),arch\x86\domain.c,,,,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12,2,10,4,7,0,0,0,2.0,3.0,0.0,7.0,9,3,1,5,3.0,3.0,4.0,1.0,0.0,,,,,0.0,,2,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,_free_pirq_struct(struct rcu_head *),common\domain.c,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4,0,4,1,1,0,0,0,2.0,1.0,0.0,1.0,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,"_sh_resync(struct vcpu *,mfn_t,struct oos_fixup *,mfn_t)",arch\x86\mm\shadow\common.c,,,,6,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,33,6,21,3,15,6,0,0,11.0,2.0,0.0,12.0,13,1,0,12,2.0,2.0,2.0,1.0,1.0,,,,,0.0,,1,0.0,,0.29,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,"_sh_resync_l1(struct vcpu *,mfn_t,mfn_t)",arch\x86\mm\shadow\common.c,,,,2,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,15,2,12,2,9,1,0,0,8.0,4.0,1.0,6.0,9,1,0,8,4.0,4.0,4.0,1.0,2.0,,,,,0.0,,1,0.0,,0.08,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,"_shadow_prealloc(struct domain *,unsigned int)",arch\x86\mm\shadow\common.c,,,,9,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,65,9,45,7,29,12,0,0,14.0,15.0,1.0,23.0,29,4,0,25,9.0,9.0,9.0,6.0,6.0,,,,,6.0,,2,6.0,,0.27,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,_update_runstate_area(struct vcpu *),arch\x86\domain.c,,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6,0,6,1,3,0,0,0,6.0,2.0,0.0,1.0,2,0,0,2,2.0,2.0,4.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,alloc_domain_struct(),arch\x86\domain.c,,,,2,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18,2,12,3,7,4,0,0,7.0,4.0,1.0,7.0,9,2,0,7,3.0,3.0,3.0,1.0,0.0,,,,,0.0,,1,0.0,,0.33,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"alloc_vcpu(struct domain *,unsigned int,unsigned int)",common\domain.c,,,,13,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,76,13,62,4,47,1,0,0,29.0,33.0,2.0,34.0,41,2,0,39,9.0,9.0,16.0,5.0,7.0,,,,,6.0,,2,6.0,,0.02,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,alloc_vcpu_guest_context(),arch\x86\domain.c,,,,3,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22,3,19,6,12,0,0,0,11.0,3.0,0.0,11.0,13,3,0,10,3.0,3.0,3.0,3.0,3.0,,,,,3.0,,2,3.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,alloc_vcpu_struct(),arch\x86\domain.c,,,,0,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15,0,9,2,5,6,0,0,5.0,2.0,0.0,5.0,6,1,0,5,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,1,0.0,,0.67,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"arch_do_domctl(struct xen_domctl *,struct domain *,(*) ())",arch\x86\domctl.c,,,,197,1144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,1360,196,1127,77,859,27,15,3,162.0,2100915.0,6.0,553.0,776,73,2,701,220.0,169.0,269.0,121.0,1654.0,,,,,1616.0,,7,1610.0,,0.02,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"arch_do_vcpu_op(int,struct vcpu *,(*) ())",arch\x86\domain.c,,,,13,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,54,13,41,6,28,0,0,0,11.0,9.0,1.0,20.0,27,3,0,24,7.0,6.0,7.0,7.0,13.0,,,,,13.0,,2,13.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Struct,arch_domain,include\asm-x86\domain.h,0.0,0.0,0.0,16,53,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,0.0,0.0,,,,,0.0,38.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85,16,53,50,0,26,0,0,,,,,41,41,0,0,,,,,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,0.49,0.0,0.0,0.0,0.0
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"arch_domain_create(struct domain *,unsigned int)",arch\x86\domain.c,,,,21,101,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,129,21,101,3,83,7,0,0,47.0,6241.0,4.0,52.0,70,2,0,68,20.0,20.0,24.0,16.0,31.0,,,,,31.0,,2,31.0,,0.07,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,arch_domain_destroy(struct domain *),arch\x86\domain.c,,,,5,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,20,5,15,1,12,0,0,0,11.0,8.0,1.0,9.0,12,0,0,12,4.0,4.0,4.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,arch_dump_domain_info(struct domain *),arch\x86\domain.c,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4,0,4,1,1,0,0,0,1.0,1.0,0.0,1.0,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,arch_dump_vcpu_info(struct vcpu *),arch\x86\domain.c,,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7,1,6,1,3,0,0,0,3.0,2.0,0.0,2.0,3,0,0,3,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"arch_get_info_guest(struct vcpu *,vcpu_guest_context_u)",arch\x86\domctl.c,,,,11,117,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,131,11,115,6,90,3,0,2,45.0,4224.0,4.0,75.0,90,4,1,85,38.0,38.0,38.0,1.0,5.0,,,,,0.0,,2,0.0,,0.03,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"arch_set_info_guest(struct vcpu *,vcpu_guest_context_u)",arch\x86\domain.c,,,,52,287,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,348,52,285,14,220,12,0,2,80.0,999999999.0,9.0,153.0,215,12,2,201,101.0,97.0,130.0,34.0,65.0,,,,,60.0,,5,59.0,,0.04,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Struct,arch_vcpu,include\asm-x86\domain.h,0.0,0.0,0.0,13,30,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,,,,,1.0,22.0,0.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,71,13,30,27,0,35,0,0,,,,,26,26,0,0,,,,,,0.0,0.0,0.0,0.0,,0.0,0,,100.0,1.17,0.0,0.0,0.0,0.0
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,arch_vcpu_reset(struct vcpu *),arch\x86\domain.c,,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11,1,10,1,5,0,0,0,5.0,2.0,0.0,4.0,5,0,0,5,2.0,2.0,2.0,1.0,1.0,,,,,0.0,,1,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,File,common.c,arch\x86\mm\shadow\common.c,4.0,28.0,6.0,503,2638,784,6.0,6.0,7.0,3.0,36.0,4.0,27.0,6.0,,,,0.0,,,,,,89.0,,,,,,,,,,,,,,3783,491,2428,531,1642,765,112,117,,,,1274.0,1777,298,3,1476,,,,,,107.0,101.0,109.0,63.0,,,7,,,0.32,561.0,516.0,662.0,282.0
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,complete_domain_destroy(struct rcu_head *),common\domain.c,,,,14,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,58,14,40,4,31,1,1,2,19.0,18.0,1.0,32.0,37,3,0,34,6.0,6.0,6.0,3.0,1.0,,,,,1.0,,2,1.0,,0.03,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"context_switch(struct vcpu *,struct vcpu *)",arch\x86\domain.c,,,,17,58,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,80,17,58,4,42,5,0,0,35.0,560.0,3.0,24.0,35,3,0,32,12.0,12.0,21.0,1.0,1.0,,,,,0.0,,3,0.0,,0.09,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"continue_hypercall_on_cpu(unsigned int,long (*) (void *),void *)",common\domain.c,,,,9,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,45,9,35,4,26,1,0,0,15.0,4.0,1.0,19.0,22,2,0,20,4.0,4.0,5.0,4.0,4.0,,,,,4.0,,2,4.0,,0.03,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,continue_hypercall_tasklet_handler(unsigned long),common\domain.c,,,,3,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,20,3,16,3,11,1,0,0,9.0,2.0,0.0,9.0,10,2,0,8,3.0,3.0,3.0,1.0,0.0,,,,,0.0,,1,0.0,,0.06,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,continue_idle_domain(struct vcpu *),arch\x86\domain.c,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4,0,4,1,1,0,0,0,2.0,1.0,0.0,1.0,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,continue_nonidle_domain(struct vcpu *),arch\x86\domain.c,,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6,0,6,1,3,0,0,0,5.0,1.0,0.0,3.0,3,0,0,3,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,continue_running(struct vcpu *),arch\x86\domain.c,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4,0,4,1,1,0,0,0,1.0,1.0,0.0,1.0,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,default_dead_idle(),arch\x86\domain.c,,,,0,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11,0,6,1,3,5,0,0,2.0,2.0,0.0,4.0,5,0,3,2,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,1,0.0,,0.83,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,default_idle(),arch\x86\domain.c,,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8,0,8,1,5,0,0,0,5.0,2.0,0.0,3.0,4,0,0,4,2.0,2.0,2.0,1.0,1.0,,,,,0.0,,1,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"do_vcpu_op(int,int,(*) ())",common\domain.c,,,,44,141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,185,42,133,13,103,0,8,2,27.0,38.0,2.0,73.0,106,12,0,94,34.0,24.0,37.0,27.0,197.0,,,,,195.0,,2,195.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,File,domain.c,arch\x86\domain.c,5.0,28.0,3.0,347,1623,174,7.0,6.0,8.0,2.0,36.0,5.0,28.0,3.0,,,,0.0,,,,,,54.0,,,,,,,,,,,,,,2134,347,1538,190,1062,174,0,85,,,,830.0,1176,166,20,990,,,,,,101.0,97.0,130.0,34.0,,,5,,,0.11,381.0,345.0,454.0,161.0
No,95e6d82224689fdfd967a093a4d69efc24c17e91,File,domain.c,common\domain.c,6.0,23.0,2.0,300,1053,99,5.0,4.0,5.0,3.0,30.0,5.0,22.0,1.0,,,,0.0,,,,,,42.0,,,,,,,,,,,,,,1448,289,961,126,675,86,62,56,,,,544.0,733,121,3,609,,,,,,34.0,32.0,37.0,27.0,,,3,,,0.09,194.0,181.0,213.0,132.0
No,95e6d82224689fdfd967a093a4d69efc24c17e91,File,domain.h,include\asm-x86\domain.h,0.0,0.0,0.0,97,311,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,526,97,260,244,0,151,0,51,,,,213.0,219,219,0,0,,,,,,0.0,0.0,0.0,0.0,,,0,,,0.58,0.0,0.0,0.0,0.0
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"domain_cpuid(struct domain *,unsigned int,unsigned int,unsigned int *,unsigned int *,unsigned int *,unsigned int *)",arch\x86\domain.c,,,,5,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,39,5,30,10,14,6,0,0,4.0,4.0,1.0,12.0,15,2,0,13,4.0,4.0,8.0,3.0,3.0,,,,,3.0,,3,3.0,,0.2,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"domain_create(domid_t,unsigned int,uint32_t)",common\domain.c,,,,31,133,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,164,31,133,7,118,1,0,0,58.0,594505.0,6.0,88.0,119,4,0,115,32.0,32.0,35.0,19.0,39.0,,,,,37.0,,3,36.0,,0.01,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,domain_destroy(struct domain *),common\domain.c,,,,5,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,31,5,23,4,19,3,0,0,10.0,5.0,1.0,17.0,20,3,0,17,4.0,4.0,4.0,1.0,1.0,,,,,0.0,,1,0.0,,0.13,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,domain_kill(struct domain *),common\domain.c,,,,3,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,46,3,38,3,30,5,0,0,17.0,13.0,1.0,22.0,30,2,0,28,8.0,6.0,8.0,7.0,7.0,,,,,7.0,,3,7.0,,0.13,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,domain_pause(struct domain *),common\domain.c,,,,3,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,11,3,8,2,4,0,0,0,4.0,1.0,0.0,4.0,4,1,0,3,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,domain_pause_nosync(struct domain *),common\domain.c,,,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9,2,7,2,3,0,0,0,3.0,1.0,0.0,3.0,3,1,0,2,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,domain_relinquish_resources(struct domain *),arch\x86\domain.c,,,,20,75,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,110,20,75,3,60,15,0,0,28.0,182.0,2.0,38.0,57,2,0,55,19.0,13.0,19.0,16.0,43.0,,,,,43.0,,3,43.0,,0.2,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,domain_resume(struct domain *),common\domain.c,,,,6,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,26,6,16,2,11,4,0,0,11.0,2.0,0.0,9.0,10,1,0,9,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,1,0.0,,0.25,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"domain_set_node_affinity(struct domain *,const nodemask_t *)",common\domain.c,,,,6,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,28,6,17,1,11,5,0,0,9.0,3.0,0.0,9.0,11,0,0,11,3.0,3.0,3.0,1.0,2.0,,,,,0.0,,1,0.0,,0.29,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,"domain_shutdown(struct domain *,u8)",common\domain.c,,,,9,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,37,9,28,2,21,1,0,0,13.0,16.0,1.0,15.0,20,1,0,19,6.0,6.0,6.0,4.0,2.0,,,,,2.0,,1,2.0,,0.04,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,domain_unpause(struct domain *),common\domain.c,,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,8,1,7,2,3,0,0,0,3.0,2.0,0.0,2.0,3,1,0,2,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,domain_unpause_by_systemcontroller(struct domain *),common\domain.c,,,,5,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19,5,14,2,10,0,0,0,3.0,2.0,0.0,8.0,9,1,0,8,3.0,3.0,3.0,3.0,2.0,,,,,2.0,,2,2.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,domain_update_node_affinity(struct domain *),common\domain.c,,,,9,39,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,67,9,39,6,26,19,0,0,14.0,5.0,1.0,22.0,26,5,0,21,6.0,6.0,7.0,4.0,3.0,,,,,3.0,,1,3.0,,0.49,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,File,domctl.c,arch\x86\domctl.c,69.0,423.0,10.0,215,1307,46,87.0,70.0,103.0,41.0,500.0,69.0,417.0,10.0,,,,0.0,,,,,,3.0,,,,,,,,,,,,,,1558,214,1252,87,954,46,15,41,,,,632.0,873,82,3,788,,,,,,220.0,169.0,269.0,121.0,,,7,,,0.04,260.0,209.0,309.0,123.0
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,dump_pageframe_info(struct domain *),arch\x86\domain.c,,,,4,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,34,4,30,2,20,0,0,0,8.0,4.0,1.0,10.0,12,1,0,11,3.0,3.0,3.0,1.0,1.0,,,,,0.0,,1,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,free_domain_struct(struct domain *),arch\x86\domain.c,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5,0,5,1,2,0,0,0,2.0,1.0,0.0,2.0,2,0,0,2,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,free_pirq_struct(void *),common\domain.c,,,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6,1,5,2,2,0,0,0,1.0,1.0,0.0,2.0,2,1,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,free_vcpu_guest_context(struct vcpu_guest_context *),arch\x86\domain.c,,,,2,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17,2,15,5,10,0,0,0,7.0,3.0,0.0,9.0,11,2,0,9,3.0,3.0,4.0,3.0,1.0,,,,,1.0,,2,1.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,free_vcpu_struct(struct vcpu *),arch\x86\domain.c,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4,0,4,1,1,0,0,0,1.0,1.0,0.0,1.0,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,"gdbsx_guest_mem_io(domid_t,struct xen_domctl_gdbsx_memio *)",arch\x86\domctl.c,,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9,0,9,3,5,0,0,0,4.0,1.0,0.0,3.0,3,1,0,2,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Function,get_domain_by_id(domid_t),common\domain.c,,,,4,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,22,4,18,2,10,0,0,0,6.0,4.0,1.0,8.0,11,1,0,10,4.0,4.0,4.0,3.0,2.0,,,,,2.0,,3,2.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,"guest_get_eff_kern_l1e(struct vcpu *,unsigned long,void *)",include\asm-x86\paging.h,,,,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10,1,8,3,4,0,0,1,2.0,4.0,1.0,4.0,6,1,0,5,3.0,3.0,3.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,"guest_get_eff_l1e(struct vcpu *,unsigned long,l1_pgentry_t *)",include\asm-x86\paging.h,,,,2,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,21,2,19,2,11,0,0,0,9.0,4.0,1.0,6.0,9,0,0,9,4.0,4.0,4.0,3.0,2.0,,,,,2.0,,2,2.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,"guest_map_l1e(struct vcpu *,unsigned long,unsigned long *)",include\asm-x86\paging.h,,,,3,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,23,3,18,3,13,2,0,0,11.0,5.0,1.0,7.0,11,1,0,10,5.0,5.0,5.0,5.0,4.0,,,,,4.0,,1,4.0,,0.11,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,"guest_unmap_l1e(struct vcpu *,void *)",include\asm-x86\paging.h,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5,0,5,2,1,0,0,0,1.0,1.0,0.0,1.0,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,95e6d82224689fdfd967a093a4d69efc24c17e91,File,hap.c,arch\x86\mm\hap\hap.c,3.0,17.0,2.0,124,558,125,3.0,3.0,3.0,1.0,22.0,3.0,17.0,2.0,,,,0.0,,,,,,28.0,,,,,,,,,,,,,,805,124,530,123,351,125,0,28,,,,252.0,330,72,3,255,,,,,,13.0,13.0,14.0,8.0,,,3,,,0.24,81.0,79.0,88.0,50.0
No,95e6d82224689fdfd967a093a4d69efc24c17e91,Static Function,hap_alloc(struct domain *),arch\x86\mm\hap\hap.c,,,,5,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,19,5,14,3,10,0,0,0,9.0,2.0,0.0,10.0,11,2,0,9,2.0,2.0,2.0,1.0,1.0,,,,,0.0,,1,0.0,,0.0,,,,
