Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Code Unit Lines,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
65,Yes,Yes,04cb913ddf67ac90da274dd32b6ceafd57ca36ca,"[""CVE-2015-1473"", ""CVE-2015-1472""]",Yes,"[203, 2937]",Function,"_IO_vfscanf_internal(_IO_FILE *,const char *,_IO_va_list,int *)",stdio-common/vfscanf.c,,,,245,2170,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2735,203,1501,178,1059,247,634,194,48,999999999,1464,2088,268,3,1817,952,921,1137,381,2239,,,,,2231,,15,2202,,0.16,,,,
65,Yes,Yes,04cb913ddf67ac90da274dd32b6ceafd57ca36ca,"[""CVE-2015-1473"", ""CVE-2015-1472""]",No,"[2947, 2951]",Function,"___vfscanf(FILE *,const char *,_IO_va_list)",stdio-common/vfscanf.c,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,2,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
65,Yes,Yes,04cb913ddf67ac90da274dd32b6ceafd57ca36ca,"[""CVE-2015-1473"", ""CVE-2015-1472""]",,,Function,__ctype_b_loc(),,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,0.00,,,,
65,Yes,Yes,04cb913ddf67ac90da274dd32b6ceafd57ca36ca,"[""CVE-2015-1473"", ""CVE-2015-1472""]",,,Function,localeconv(),,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,0.00,,,,
65,Yes,Yes,04cb913ddf67ac90da274dd32b6ceafd57ca36ca,"[""CVE-2015-1473"", ""CVE-2015-1472""]",No,"[67, 72]",Struct,test,stdio-common/tst-sscanf.c,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,3,0,0,3,0,0,0,0,0,0,0,,6,0,6,4,0,0,0,0,,,,3,3,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
65,Yes,Yes,04cb913ddf67ac90da274dd32b6ceafd57ca36ca,"[""CVE-2015-1473"", ""CVE-2015-1472""]",No,"[114, 120]",Struct,test2,stdio-common/tst-sscanf.c,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,4,0,0,4,0,0,0,0,0,0,0,,7,0,7,5,0,0,0,0,,,,4,4,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
65,Yes,Yes,04cb913ddf67ac90da274dd32b6ceafd57ca36ca,"[""CVE-2015-1473"", ""CVE-2015-1472""]",Yes,,File,tst-sscanf.c,stdio-common/tst-sscanf.c,0,0,0,22,197,18,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,237,22,189,22,136,18,0,8,,,64,74,19,0,55,,,,,,0,0,0,0,,,0,,,0.10,0,0,0,0
65,Yes,Yes,04cb913ddf67ac90da274dd32b6ceafd57ca36ca,"[""CVE-2015-1473"", ""CVE-2015-1472""]",Yes,,File,vfscanf.c,stdio-common/vfscanf.c,123,1088,175,260,2355,387,477,461,569,191,1370,102,753,124,,,,0,,,,,,2,,,,,,,,,,,,,,2957,216,1517,183,1060,284,680,354,,,1469,2095,274,3,1818,,,,,,952,921,1137,381,,,15,,,0.19,953,922,1138,382
