Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Code Unit Lines,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
84,Yes,No,a014cecd82b71b70a6a843e250e06b541ad524f7,"[""CVE-2015-8777""]",No,,Function,__typeof(),elf/rtld.c,,,,12,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,12,23,25,0,14,4,8,1,1,2,2,2,0,0,1,1,1,1,0,,,,,0,,0,0,,0.61,,,,
84,Yes,No,a014cecd82b71b70a6a843e250e06b541ad524f7,"[""CVE-2015-8777""]",No,,Static Function,_dl_start(void *),elf/rtld.c,,,,13,54,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,90,13,23,5,13,23,6,26,10,8,12,15,3,1,11,4,4,6,1,0,,,,,0,,1,0,,1.00,,,,
84,Yes,No,a014cecd82b71b70a6a843e250e06b541ad524f7,"[""CVE-2015-8777""]",No,,Static Function,"_dl_start_final(void *,struct dl_start_final_info *)",elf/rtld.c,,,,10,54,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,74,8,29,3,18,8,15,14,16,6,17,20,1,2,17,4,4,4,1,0,,,,,0,,2,0,,0.28,,,,
84,Yes,No,a014cecd82b71b70a6a843e250e06b541ad524f7,"[""CVE-2015-8777""]",No,"[205, 233]",Struct,audit_ifaces,sysdeps/generic/ldsodefs.h,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,6,0,0,6,0,0,0,0,0,0,0,,29,1,22,14,0,0,2,4,,,,11,11,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
84,Yes,No,a014cecd82b71b70a6a843e250e06b541ad524f7,"[""CVE-2015-8777""]",No,"[733, 2176]",Static Function,"dl_main(const Elf__ELF_NATIVE_CLASS_Phdr *,Elf__ELF_NATIVE_CLASS_Word,Elf__ELF_NATIVE_CLASS_Addr *,Elf__ELF_NATIVE_CLASS_auxv_t *)",elf/rtld.c,,,,209,941,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1444,208,838,114,601,287,68,45,126,999999999,477,633,94,44,495,188,182,226,42,95,,,,,57,,7,44,,0.34,,,,
84,Yes,No,a014cecd82b71b70a6a843e250e06b541ad524f7,"[""CVE-2015-8777""]",No,"[414, 418]",Struct,dl_scope_free_list,sysdeps/generic/ldsodefs.h,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,2,0,0,2,0,0,0,0,0,0,0,,5,0,5,3,0,0,0,0,,,,2,2,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
84,Yes,No,a014cecd82b71b70a6a843e250e06b541ad524f7,"[""CVE-2015-8777""]",No,"[227, 233]",Struct,dl_start_final_info,elf/rtld.c,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,,,,0,1,0,0,1,0,0,0,0,0,0,0,,7,0,4,2,0,0,1,2,,,,1,1,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
84,Yes,No,a014cecd82b71b70a6a843e250e06b541ad524f7,"[""CVE-2015-8777""]",No,"[450, 454]",Struct,dlmopen_args,elf/rtld.c,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,,,,0,2,0,0,2,0,0,0,0,0,0,0,,5,0,5,3,0,0,0,0,,,,2,2,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
84,Yes,No,a014cecd82b71b70a6a843e250e06b541ad524f7,"[""CVE-2015-8777""]",No,"[487, 496]",Static Function,dlmopen_doit(void *),elf/rtld.c,,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,3,6,0,0,0,1,1,2,2,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
84,Yes,No,a014cecd82b71b70a6a843e250e06b541ad524f7,"[""CVE-2015-8777""]",No,"[652, 681]",Static Function,"do_preload(const char *,struct link_map *,const char *)",elf/rtld.c,,,,4,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,4,22,7,13,4,0,0,6,3,12,14,5,0,9,3,3,3,3,3,,,,,3,,1,3,,0.18,,,,
