Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Code Unit Lines,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",,Unknown,,default,none,Function,STACK_OF(),,0,0,0,3,0,0,0,0,0,0,0,0,4,1,6,6,3,0,3,1,1,1,1,0,0,0,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,Unknown,,default,none,Function,STACK_OF(),modules/ssl/ssl_engine_init.c,8,34,14,3,55,8,34,10,19,14,0,0,10,14,16,21,5,0,16,6,6,6,4,1,1,3,1,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[166, 174]",default,Static,Static Function,bio_filter_create(BIO *),modules/ssl/ssl_engine_io.c,1,8,0,0,9,1,8,1,5,0,0,0,6,1,5,5,0,0,5,1,1,1,1,0,0,0,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[176, 186]",default,Static,Static Function,bio_filter_destroy(BIO *),modules/ssl/ssl_engine_io.c,1,7,3,1,11,1,7,1,3,3,0,0,1,2,2,3,0,0,3,2,2,2,1,1,0,1,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,Yes,"[474, 564]",default,Static,Static Function,"bio_filter_in_read(BIO *,char *,int)",modules/ssl/ssl_engine_io.c,16,53,22,14,91,16,53,5,41,22,0,0,13,14,27,37,4,0,33,11,11,16,11,11,11,2,11,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[241, 299]",default,Static,Static Function,"bio_filter_out_ctrl(BIO *,int,long,void *)",modules/ssl/ssl_engine_io.c,3,50,6,9,59,3,50,4,44,6,0,0,6,12,28,44,3,0,41,16,3,16,1,55,0,2,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[119, 131]",default,Static,Static Function,"bio_filter_out_ctx_new(ssl_filter_ctx_t *,conn_rec *)",modules/ssl/ssl_engine_io.c,2,11,0,5,13,2,11,3,7,0,0,0,8,1,7,7,1,0,6,1,1,1,1,0,0,0,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[133, 164]",default,Static,Static Function,bio_filter_out_flush(BIO *),modules/ssl/ssl_engine_io.c,4,24,4,17,32,4,24,3,17,4,0,0,9,5,13,16,2,0,14,5,5,7,1,1,0,1,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[301, 305]",default,Static,Static Function,"bio_filter_out_gets(BIO *,char *,int)",modules/ssl/ssl_engine_io.c,0,4,1,0,5,0,4,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[307, 311]",default,Static,Static Function,"bio_filter_out_puts(BIO *,const char *)",modules/ssl/ssl_engine_io.c,0,4,1,0,5,0,4,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[188, 192]",default,Static,Static Function,"bio_filter_out_read(BIO *,char *,int)",modules/ssl/ssl_engine_io.c,0,4,1,0,5,0,4,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,Yes,"[194, 239]",default,Static,Static Function,"bio_filter_out_write(BIO *,const char *,int)",modules/ssl/ssl_engine_io.c,6,24,16,13,46,6,24,4,17,16,0,0,9,4,11,14,2,0,12,4,4,6,4,4,4,2,4,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[391, 469]",default,Static,Static Function,"brigade_consume(apr_bucket_brigade *,apr_read_type_e,char *,apr_size_t *)",modules/ssl/ssl_engine_io.c,11,47,21,6,79,11,47,9,30,21,0,0,11,49,24,32,6,0,26,10,10,10,6,11,11,3,9,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[358, 379]",default,Static,Static Function,"char_buffer_read(char_buffer_t *,char *,int)",modules/ssl/ssl_engine_io.c,2,18,2,6,22,2,18,1,12,2,0,0,4,3,9,11,0,0,11,3,3,3,1,2,0,1,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[381, 386]",default,Static,Static Function,"char_buffer_write(char_buffer_t *,char *,int)",modules/ssl/ssl_engine_io.c,0,6,0,4,6,0,6,1,3,0,0,0,4,1,3,3,0,0,3,1,1,1,1,0,0,0,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,Unknown,"[1824, 1889]",default,Static,Static Function,"log_tracing_state(MODSSL_INFO_CB_ARG_TYPE,conn_rec *,server_rec *,int,int)",modules/ssl/ssl_engine_kernel.c,1,57,8,6,66,1,57,3,43,8,0,0,5,20,10,20,1,0,19,12,12,12,1,7,0,2,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,No,"[1581, 1600]",default,Static,Static Function,"modssl_proxy_info_log(server_rec *,X509_INFO *,const char *)",modules/ssl/ssl_engine_kernel.c,3,17,0,9,20,3,17,7,8,0,0,0,4,2,8,9,4,0,5,3,3,3,1,1,0,1,0,0
