Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Code Unit Lines,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
26,Yes,No,38535f55b12814315ba5ded4a6180e11e821134e,"[""CVE-2014-8109""]",,Unknown,,default,none,Function,__ctype_b_loc(),,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Yes,No,38535f55b12814315ba5ded4a6180e11e821134e,"[""CVE-2014-8109""]",No,No,"[237, 268]",default,Static,Static Function,"ap_lua_interpolate_string(apr_pool_t *,const char *,const char **)",modules/lua/mod_lua.c,1,30,1,4,32,1,30,5,18,1,0,0,4,12,17,22,4,0,18,6,6,10,3,4,3,3,3,0
26,Yes,No,38535f55b12814315ba5ded4a6180e11e821134e,"[""CVE-2014-8109""]",No,No,"[152, 169]",default,Static,Static Function,"ap_lua_release_state(lua_State *,ap_lua_vm_spec *,request_rec *)",modules/lua/mod_lua.c,0,18,0,15,18,0,18,4,12,0,0,0,7,4,9,12,3,0,9,4,4,4,1,0,0,3,0,0
26,Yes,No,38535f55b12814315ba5ded4a6180e11e821134e,"[""CVE-2014-8109""]",No,No,"[1687, 1690]",default,none,Function,ap_lua_ssl_is_https(conn_rec *),modules/lua/mod_lua.c,0,4,0,1,4,0,4,1,1,0,0,0,1,1,1,1,0,0,1,2,2,2,1,0,0,0,0,0
26,Yes,No,38535f55b12814315ba5ded4a6180e11e821134e,"[""CVE-2014-8109""]",No,No,"[1678, 1685]",default,none,Function,"ap_lua_ssl_val(apr_pool_t *,server_rec *,conn_rec *,request_rec *,const char *)",modules/lua/mod_lua.c,0,8,0,5,8,0,8,2,3,0,0,0,1,2,2,3,0,0,3,2,2,2,1,1,0,1,0,0
26,Yes,No,38535f55b12814315ba5ded4a6180e11e821134e,"[""CVE-2014-8109""]",No,No,"[864, 895]",default,Static,Static Function,"config_getstr(ap_configfile_t *,char *,size_t)",modules/lua/mod_lua.c,1,31,0,7,32,1,31,6,20,0,0,0,4,8,13,19,4,0,15,7,7,8,5,6,6,3,5,0
26,Yes,No,38535f55b12814315ba5ded4a6180e11e821134e,"[""CVE-2014-8109""]",No,No,"[1937, 1955]",default,Static,Static Function,"create_dir_config(apr_pool_t *,char *)",modules/lua/mod_lua.c,1,18,0,2,19,1,18,2,15,0,0,0,16,1,13,13,1,0,12,1,1,1,1,0,0,0,0,0
26,Yes,No,38535f55b12814315ba5ded4a6180e11e821134e,"[""CVE-2014-8109""]",No,No,"[1957, 1964]",default,Static,Static Function,create_request_config(request_rec *),modules/lua/mod_lua.c,0,8,0,4,8,0,8,2,5,0,0,0,6,1,5,5,1,0,4,1,1,1,1,0,0,0,0,0
26,Yes,No,38535f55b12814315ba5ded4a6180e11e821134e,"[""CVE-2014-8109""]",No,No,"[1966, 1973]",default,Static,Static Function,"create_server_config(apr_pool_t *,server_rec *)",modules/lua/mod_lua.c,2,6,0,1,8,2,6,2,3,0,0,0,3,1,3,3,1,0,2,1,1,1,1,0,0,0,0,0
26,Yes,No,38535f55b12814315ba5ded4a6180e11e821134e,"[""CVE-2014-8109""]",No,No,"[171, 235]",default,Static,Static Function,"create_vm_spec(apr_pool_t **,request_rec *,const ap_lua_dir_cfg *,const ap_lua_server_cfg *,const char *,const char *,apr_size_t,const char *,const char *)",modules/lua/mod_lua.c,4,61,0,25,65,4,53,12,37,0,6,2,21,8,27,33,3,0,30,10,7,10,1,7,0,1,0,0
26,Yes,No,38535f55b12814315ba5ded4a6180e11e821134e,"[""CVE-2014-8109""]",No,No,"[918, 944]",default,Static,Static Function,"direct_chunkreader(lua_State *,void *,size_t *)",modules/lua/mod_lua.c,2,24,1,7,27,2,24,5,16,1,0,0,7,9,15,20,3,1,16,7,7,8,5,6,6,3,6,0
