Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,Vulnerable Code Unit,Patched Code Unit,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,none,Function,APR_HOOK_STRUCT((*) ()),server/scoreboard.c,5,23,8,0,36,5,18,16,1,8,3,2,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,none,Function,APR_HOOK_STRUCT((*) ()),server/log.c,5,30,1,0,36,5,30,29,22,1,0,0,1,1,2,2,2,0,0,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,none,Function,APR_HOOK_STRUCT((*) ()),server/core.c,10,28,14,0,52,10,26,25,6,14,0,2,1,1,2,2,2,0,0,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,none,Function,APR_HOOK_STRUCT((*) ()),server/protocol.c,4,30,1,0,35,4,30,19,14,1,0,0,3,4,10,12,1,0,11,3,3,3,1,0,0,1,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,none,Function,APR_HOOK_STRUCT((*) ()),modules/http/http_protocol.c,7,17,7,0,31,7,15,7,6,7,0,2,2,3,4,6,1,0,5,3,3,3,3,2,2,1,2,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,none,Function,"APR_IMPLEMENT_OPTIONAL_HOOK_RUN_ALL(,,int,,request_rec *,)",modules/aaa/mod_authz_dbd.c,2,8,0,0,10,2,8,7,0,0,0,0,1,1,3,3,3,0,0,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,APR_OPTIONAL_FN_TYPE(),modules/filters/mod_deflate.c,3,68,19,2,86,3,68,9,47,19,0,0,10,222,31,46,6,4,36,16,16,23,8,9,7,6,6,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,APR_OPTIONAL_FN_TYPE(),modules/mappers/mod_rewrite.c,11,45,7,12,63,11,44,14,28,7,0,1,10,3,18,20,5,1,14,26,26,29,1,1,0,1,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,none,Function,APR_OPTIONAL_FN_TYPE(),server/core_filters.c,17,154,65,17,236,17,154,18,123,65,0,0,25,8094,64,88,10,0,78,34,34,42,10,14,11,4,11,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,APR_OPTIONAL_FN_TYPE(),modules/generators/mod_cgid.c,2,16,0,0,18,2,16,15,5,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,none,Function,APR_OPTIONAL_FN_TYPE(),server/core.c,1,8,3,0,12,1,8,5,3,3,0,0,1,1,2,2,0,0,2,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,none,Function,APR_OPTIONAL_FN_TYPE(),modules/cache/mod_cache.c,40,164,113,22,317,40,164,31,116,113,0,0,24,34,58,81,9,0,72,31,28,32,12,20,15,5,15,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,APR_OPTIONAL_FN_TYPE(),modules/proxy/mod_proxy.c,2,11,4,0,17,2,11,6,4,4,0,0,1,2,2,3,0,0,3,3,3,3,1,1,0,1,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,APR_OPTIONAL_FN_TYPE(),server/core.c,3,11,0,2,14,3,11,3,5,0,0,0,1,3,3,5,0,0,5,3,3,3,3,2,2,1,2,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,APR_OPTIONAL_FN_TYPE(),modules/generators/mod_cgi.c,3,10,6,1,19,3,10,8,2,6,0,0,3,1,2,2,1,0,1,1,1,2,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,APR_OPTIONAL_FN_TYPE(),modules/aaa/mod_authnz_ldap.c,7,25,3,0,33,7,25,13,11,3,0,0,3,5,7,10,1,0,9,4,4,4,1,1,0,1,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,APR_OPTIONAL_FN_TYPE(),modules/aaa/mod_authn_dbm.c,1,8,0,0,9,1,5,4,1,0,0,3,1,1,2,2,2,0,0,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,APR_OPTIONAL_FN_TYPE(*),server/core.c,1,8,0,1,9,1,8,3,3,0,0,0,1,2,2,3,0,0,3,2,2,2,1,1,0,1,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,APR_OPTIONAL_FN_TYPE(*),server/core.c,1,8,0,1,9,1,8,3,3,0,0,0,1,2,2,3,0,0,3,2,2,2,1,1,0,1,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,APR_OPTIONAL_FN_TYPE(*),server/core.c,1,8,0,2,9,1,8,3,3,0,0,0,1,2,2,3,0,0,3,2,2,2,1,1,0,1,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,"APR_RING_HEAD(,)",server/mpm/event/event.c,2,10,12,1,24,2,10,6,5,12,0,0,1,1,5,5,2,0,3,2,2,2,1,0,0,0,0,1
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,none,Function,AP_DECLARE(),server/error_bucket.c,1,13,0,0,14,1,13,5,7,0,0,0,7,2,6,7,1,0,6,2,2,2,1,0,0,1,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,none,Function,AP_DECLARE(),server/error_bucket.c,2,11,0,1,13,2,11,4,6,0,0,0,7,1,7,7,1,0,6,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,"CaseFilterCreateServerConfig(apr_pool_t *,server_rec *)",modules/examples/mod_case_filter.c,2,6,0,1,8,2,6,2,3,0,0,0,3,1,3,3,1,0,2,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,"CaseFilterEnable(cmd_parms *,void *,int)",modules/examples/mod_case_filter.c,1,7,0,5,8,1,7,3,4,0,0,0,3,1,3,3,1,0,2,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,"CaseFilterInCreateServerConfig(apr_pool_t *,server_rec *)",modules/examples/mod_case_filter_in.c,2,6,0,1,8,2,6,2,3,0,0,0,3,1,3,3,1,0,2,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,"CaseFilterInEnable(cmd_parms *,void *,int)",modules/examples/mod_case_filter_in.c,1,8,0,5,9,1,8,4,4,0,0,0,3,1,3,3,1,0,2,1,1,1,1,0,0,0,0,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,"CaseFilterInFilter(ap_filter_t *,apr_bucket_brigade *,ap_input_mode_t,apr_read_type_e,apr_off_t)",modules/examples/mod_case_filter_in.c,10,44,6,12,60,10,44,15,25,6,0,0,17,30,27,34,10,0,24,8,8,9,6,8,8,2,8,0
30,No,No,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,No,No,default,Static,Static Function,CaseFilterInInsertFilter(request_rec *),modules/examples/mod_case_filter_in.c,1,8,0,7,9,1,8,3,5,0,0,0,2,2,3,4,1,0,3,2,2,2,1,1,0,1,0,0
