Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,Vulnerable Code Unit,Patched Code Unit,Visibility,Complement,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,default,none,Function,APREQ_DECLARE(),server/apreq_util.c,8,49,0,5,57,8,49,11,32,0,0,0,11,61,25,37,7,0,30,13,13,13,9,12,12,4,12,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,default,none,Function,APREQ_DECLARE(),server/apreq_util.c,11,59,1,0,71,11,59,6,44,1,0,0,5,154,22,42,1,0,41,19,11,22,8,18,17,4,16,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,default,none,Function,APREQ_DECLARE(),server/apreq_util.c,7,31,3,1,41,7,31,8,19,3,0,0,9,7,16,20,4,0,16,5,5,5,4,4,3,2,3,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,default,none,Function,APREQ_DECLARE(),server/apreq_util.c,25,75,12,8,112,25,75,13,55,12,0,0,16,62,45,60,7,0,53,16,16,16,11,15,14,2,14,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,default,none,Function,APREQ_DECLARE(),server/apreq_util.c,21,74,3,4,98,21,74,11,58,3,0,0,8,89,52,70,6,0,64,18,12,18,9,22,20,3,19,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,default,none,Function,APREQ_DECLARE(),server/apreq_util.c,7,29,0,0,36,7,29,6,22,0,0,0,1,5,15,21,3,0,18,6,4,6,5,3,3,2,3,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,default,none,Function,APREQ_DECLARE(),server/apreq_util.c,0,11,1,0,12,0,11,3,6,1,0,0,4,2,4,5,0,0,5,2,2,2,1,1,0,1,0,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,default,none,Function,APREQ_DECLARE(),server/apreq_util.c,2,8,0,4,10,2,8,3,4,0,0,0,2,2,4,5,1,0,4,2,2,2,1,1,0,1,0,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,default,none,Function,APREQ_DECLARE(),server/apreq_util.c,2,20,1,0,22,2,20,5,13,1,0,0,2,5,11,15,2,1,12,5,5,6,5,7,7,3,7,0
22,No,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,No,No,default,none,Function,APREQ_DECLARE(),server/apreq_util.c,6,73,3,0,82,6,73,7,53,3,0,0,1,18,34,51,4,1,46,24,24,26,13,36,33,4,32,0
