Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Code Unit Lines,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,"[506, 522]",Struct,SSLSrvConfigRec,modules/ssl/ssl_private.h,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,,,,,0,12,0,0,12,0,0,0,0,0,0,0,,17,0,14,13,0,0,1,2,,,,12,12,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",,,Function,STACK_OF(),,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,4,1,6,6,3,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,,Function,STACK_OF(),modules/ssl/ssl_engine_init.c,,,,8,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,8,34,10,19,14,0,0,10,14,16,21,5,0,16,6,6,6,4,1,,,,,1,,3,1,,0.41,,,,
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,"[166, 174]",Static Function,bio_filter_create(BIO *),modules/ssl/ssl_engine_io.c,,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,1,8,1,5,0,0,0,6,1,5,5,0,0,5,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,"[176, 186]",Static Function,bio_filter_destroy(BIO *),modules/ssl/ssl_engine_io.c,,,,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,7,1,3,3,0,0,1,2,2,3,0,0,3,2,2,2,1,1,,,,,0,,1,0,,0.43,,,,
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,"[474, 564]",Static Function,"bio_filter_in_read(BIO *,char *,int)",modules/ssl/ssl_engine_io.c,,,,16,53,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,91,16,53,5,41,22,0,0,13,14,27,37,4,0,33,11,11,16,11,11,,,,,11,,2,11,,0.42,,,,
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,"[241, 299]",Static Function,"bio_filter_out_ctrl(BIO *,int,long,void *)",modules/ssl/ssl_engine_io.c,,,,3,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,59,3,50,4,44,6,0,0,6,12,28,44,3,0,41,16,3,16,1,55,,,,,0,,2,0,,0.12,,,,
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,"[119, 131]",Static Function,"bio_filter_out_ctx_new(ssl_filter_ctx_t *,conn_rec *)",modules/ssl/ssl_engine_io.c,,,,2,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,2,11,3,7,0,0,0,8,1,7,7,1,0,6,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,"[133, 164]",Static Function,bio_filter_out_flush(BIO *),modules/ssl/ssl_engine_io.c,,,,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,32,4,24,3,17,4,0,0,9,5,13,16,2,0,14,5,5,7,1,1,,,,,0,,1,0,,0.17,,,,
6,Yes,No,39d5d9507b28016c51c2f9bb2f67c7884cdb7a35,"[""CVE-2009-3555""]",No,"[301, 305]",Static Function,"bio_filter_out_gets(BIO *,char *,int)",modules/ssl/ssl_engine_io.c,,,,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,4,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.25,,,,
