Vulnerable,Git Commit Hash,Kind,Name,File,AltCountLineBlank,AltCountLineCode,AltCountLineComment,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Function,"generic_splice_sendpage(struct pipe_inode_info *,struct file *,loff_t *,size_t,unsigned int)",fs\splice.c,0,5,0,5,5,0,5,2,1,0,0,0,2,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"get_iovec_page_array(const struct iovec __user *,unsigned int,struct page **,struct partial_page *,int)",fs\splice.c,17,52,24,7,93,17,52,10,40,24,0,0,9,1026,3,35,46,7,0,39,12,12,15,9,15,15,2,14,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"link_ipipe_prep(struct pipe_inode_info *,unsigned int)",fs\splice.c,4,25,4,8,33,4,25,2,17,4,0,0,5,14,1,12,18,1,0,17,7,7,7,7,8,8,3,8,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"link_opipe_prep(struct pipe_inode_info *,unsigned int)",fs\splice.c,4,28,4,7,36,4,28,2,20,4,0,0,7,10,1,16,21,1,0,20,6,6,6,6,7,7,2,7,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"link_pipe(struct pipe_inode_info *,struct pipe_inode_info *,size_t,unsigned int)",fs\splice.c,13,40,24,15,77,13,40,5,32,24,0,0,12,72,2,25,32,2,0,30,9,9,12,4,4,4,3,4,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"page_cache_pipe_buf_confirm(struct pipe_inode_info *,struct pipe_buffer *)",fs\splice.c,5,22,10,3,37,5,22,4,13,10,0,0,4,5,1,11,14,2,0,12,4,4,4,4,6,6,2,6,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"page_cache_pipe_buf_release(struct pipe_inode_info *,struct pipe_buffer *)",fs\splice.c,0,6,0,2,6,0,6,2,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,0,0,0,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"page_cache_pipe_buf_steal(struct pipe_inode_info *,struct pipe_buffer *)",fs\splice.c,6,22,16,2,44,6,22,4,14,16,0,0,11,5,1,11,14,2,0,12,4,4,5,4,5,5,2,5,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,pipe_info(struct inode *),fs\splice.c,1,6,0,7,7,1,6,1,3,0,0,0,2,2,0,2,3,0,0,3,2,2,2,1,1,0,1,0,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"pipe_to_file(struct pipe_inode_info *,struct pipe_buffer *,struct splice_desc *)",fs\splice.c,6,33,6,11,45,6,33,10,23,6,0,0,11,9,1,21,25,8,0,17,5,5,5,1,2,0,1,0,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"pipe_to_sendpage(struct pipe_inode_info *,struct pipe_buffer *,struct splice_desc *)",fs\splice.c,3,14,0,13,17,3,14,5,8,0,0,0,3,2,0,7,8,3,0,5,2,2,3,1,0,0,1,0,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"pipe_to_user(struct pipe_inode_info *,struct pipe_buffer *,struct splice_desc *)",fs\splice.c,5,28,7,8,40,5,28,4,19,7,0,0,10,13,1,15,20,2,0,18,6,6,6,4,3,3,2,3,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"spd_release_page(struct splice_pipe_desc *,unsigned int)",fs\splice.c,0,4,0,3,4,0,4,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Function,"splice_direct_to_actor(struct file *,struct splice_desc *,splice_direct_actor *)",fs\splice.c,17,61,29,13,107,17,61,10,43,29,0,0,16,20,1,41,51,8,0,43,11,11,12,8,19,19,2,19,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Function,"splice_from_pipe(struct pipe_inode_info *,struct file *,loff_t *,size_t,unsigned int,splice_actor *)",fs\splice.c,2,17,6,12,25,2,17,11,11,6,0,0,7,1,0,7,7,3,0,4,1,1,1,1,0,0,0,0,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Function,"splice_to_pipe(struct pipe_inode_info *,struct splice_pipe_desc *)",fs\splice.c,17,72,0,21,89,17,72,6,59,0,0,0,21,22048,4,43,62,4,3,55,20,20,20,8,15,15,3,15,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"user_page_pipe_buf_steal(struct pipe_inode_info *,struct pipe_buffer *)",fs\splice.c,1,8,0,3,9,1,8,2,4,0,0,0,3,2,0,3,4,0,0,4,2,2,2,1,1,0,1,0,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"vmsplice_to_pipe(struct file *,const struct iovec __user *,unsigned long,unsigned int)",fs\splice.c,3,22,0,13,25,3,22,12,15,0,0,0,10,3,0,9,11,4,0,7,3,3,3,3,2,2,1,2,0
Yes,266cf658efcf6ac33541a46740f74f50c79d2b6b,Static Function,"vmsplice_to_user(struct file *,const struct iovec __user *,unsigned long,unsigned int)",fs\splice.c,15,56,6,12,77,15,56,9,41,6,0,0,14,1545,3,35,48,7,0,41,14,14,14,10,15,15,3,15,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"SYSCALL_DEFINE4(,long,,long,,long,,long,)",kernel\ptrace.c,6,32,7,4,45,6,32,3,22,7,0,0,11,36,2,18,24,2,0,22,9,9,9,5,4,4,3,4,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Static Function,"__ptrace_detach(struct task_struct *,struct task_struct *)",kernel\ptrace.c,2,17,1,8,20,2,17,1,11,1,0,0,10,9,1,6,11,0,0,11,6,6,7,3,3,2,3,2,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"__ptrace_link(struct task_struct *,struct task_struct *)",kernel\ptrace.c,0,6,0,6,6,0,6,1,3,0,0,0,5,1,0,3,3,0,0,3,1,1,1,1,0,0,0,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"__ptrace_may_access(struct task_struct *,unsigned int)",kernel\ptrace.c,2,26,9,11,37,2,26,3,22,9,0,0,9,6,1,12,16,2,0,14,5,5,12,4,3,3,1,3,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,__ptrace_unlink(struct task_struct *),kernel\ptrace.c,2,10,0,5,12,2,10,1,7,0,0,0,8,2,0,6,7,0,0,7,2,2,2,1,0,0,1,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,exit_ptrace(struct task_struct *),kernel\ptrace.c,3,16,0,3,19,3,16,2,10,0,0,0,10,2,0,8,9,1,0,8,2,2,2,1,0,0,1,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"generic_ptrace_peekdata(struct task_struct *,long,long)",kernel\ptrace.c,1,9,0,4,10,1,9,3,4,0,0,0,3,2,0,5,6,2,0,4,2,2,2,1,1,0,1,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"generic_ptrace_pokedata(struct task_struct *,long,long)",kernel\ptrace.c,1,6,0,4,7,1,6,2,2,0,0,0,2,1,0,3,3,1,0,2,2,2,2,1,0,0,0,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Static Function,ignoring_children(struct sighand_struct *),kernel\ptrace.c,0,9,0,7,9,0,9,2,5,0,0,0,3,1,0,5,5,1,0,4,1,1,2,1,0,0,0,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,ptrace_attach(struct task_struct *),kernel\ptrace.c,8,40,14,5,62,8,40,3,31,14,0,0,16,128,2,25,32,2,0,30,9,9,9,6,6,5,2,5,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"ptrace_check_attach(struct task_struct *,int)",kernel\ptrace.c,3,18,12,7,33,3,18,2,14,12,0,0,10,8,1,10,14,1,0,13,6,6,9,1,1,0,2,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"ptrace_detach(struct task_struct *,unsigned int)",kernel\ptrace.c,5,17,5,4,27,5,17,2,13,5,0,0,11,5,1,10,13,1,0,12,4,4,4,1,1,0,1,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"ptrace_fork(struct task_struct *,unsigned long)",kernel\ptrace.c,0,4,0,2,4,0,4,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,ptrace_get_task_struct(pid_t),kernel\ptrace.c,2,12,0,2,14,2,12,2,8,0,0,0,6,4,1,7,9,1,0,8,3,3,3,1,1,0,1,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Static Function,"ptrace_getsiginfo(struct task_struct *,siginfo_t *)",kernel\ptrace.c,1,16,0,5,17,1,16,2,11,0,0,0,7,3,0,9,11,1,0,10,3,3,3,1,0,0,2,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"ptrace_may_access(struct task_struct *,unsigned int)",kernel\ptrace.c,0,8,0,2,8,0,8,2,4,0,0,0,4,1,0,5,5,1,0,4,1,1,1,1,0,0,0,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"ptrace_readdata(struct task_struct *,unsigned long,char __user *,int)",kernel\ptrace.c,2,22,0,4,24,2,22,4,15,0,0,0,3,5,1,13,17,3,0,14,6,6,6,5,11,11,3,11,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"ptrace_request(struct task_struct *,long,long,long)",kernel\ptrace.c,9,59,2,6,68,9,46,4,40,2,5,8,11,13,1,21,37,2,0,35,16,5,16,11,63,62,2,62,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Static Function,"ptrace_resume(struct task_struct *,long,long)",kernel\ptrace.c,5,29,0,4,34,5,23,1,19,0,4,2,13,11,1,11,17,0,0,17,7,7,8,6,9,8,2,8,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Static Function,"ptrace_setoptions(struct task_struct *,long)",kernel\ptrace.c,8,19,0,2,27,8,19,1,16,0,0,0,2,128,2,9,16,0,0,16,9,9,9,1,0,0,1,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Static Function,"ptrace_setsiginfo(struct task_struct *,const siginfo_t *)",kernel\ptrace.c,1,16,0,6,17,1,16,2,11,0,0,0,7,3,0,9,11,1,0,10,3,3,3,1,0,0,2,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,ptrace_traceme(),kernel\ptrace.c,4,24,11,5,39,4,24,3,16,11,0,0,9,5,1,13,16,2,0,14,5,5,6,3,2,2,3,2,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Static Function,ptrace_untrace(struct task_struct *),kernel\ptrace.c,0,12,4,7,16,0,12,1,8,4,0,0,5,3,0,4,6,0,0,6,3,3,4,1,1,0,2,0,0
No,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,Function,"ptrace_writedata(struct task_struct *,char __user *,unsigned long,int)",kernel\ptrace.c,2,22,0,4,24,2,22,4,15,0,0,0,3,5,1,13,17,3,0,14,6,6,6,5,10,10,3,10,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"SYSCALL_DEFINE4(,long,,long,,long,,long,)",kernel\ptrace.c,6,32,7,4,45,6,32,3,22,7,0,0,11,36,2,18,24,2,0,22,9,9,9,5,4,4,3,4,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Static Function,"__ptrace_detach(struct task_struct *,struct task_struct *)",kernel\ptrace.c,2,17,1,8,20,2,17,1,11,1,0,0,10,9,1,6,11,0,0,11,6,6,7,3,3,2,3,2,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"__ptrace_link(struct task_struct *,struct task_struct *)",kernel\ptrace.c,0,6,0,6,6,0,6,1,3,0,0,0,5,1,0,3,3,0,0,3,1,1,1,1,0,0,0,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"__ptrace_may_access(struct task_struct *,unsigned int)",kernel\ptrace.c,2,26,9,11,37,2,26,3,22,9,0,0,9,6,1,12,16,2,0,14,5,5,12,4,3,3,1,3,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,__ptrace_unlink(struct task_struct *),kernel\ptrace.c,2,10,0,5,12,2,10,1,7,0,0,0,8,2,0,6,7,0,0,7,2,2,2,1,0,0,1,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,exit_ptrace(struct task_struct *),kernel\ptrace.c,3,16,0,3,19,3,16,2,10,0,0,0,10,2,0,8,9,1,0,8,2,2,2,1,0,0,1,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"generic_ptrace_peekdata(struct task_struct *,long,long)",kernel\ptrace.c,1,9,0,4,10,1,9,3,4,0,0,0,3,2,0,5,6,2,0,4,2,2,2,1,1,0,1,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"generic_ptrace_pokedata(struct task_struct *,long,long)",kernel\ptrace.c,1,6,0,4,7,1,6,2,2,0,0,0,2,1,0,3,3,1,0,2,2,2,2,1,0,0,0,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Static Function,ignoring_children(struct sighand_struct *),kernel\ptrace.c,0,9,0,7,9,0,9,2,5,0,0,0,3,1,0,5,5,1,0,4,1,1,2,1,0,0,0,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,ptrace_attach(struct task_struct *),kernel\ptrace.c,8,40,14,5,62,8,40,3,31,14,0,0,16,128,2,25,32,2,0,30,9,9,9,6,6,5,2,5,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"ptrace_check_attach(struct task_struct *,int)",kernel\ptrace.c,3,18,12,7,33,3,18,2,14,12,0,0,10,8,1,10,14,1,0,13,6,6,9,1,1,0,2,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"ptrace_detach(struct task_struct *,unsigned int)",kernel\ptrace.c,5,17,5,4,27,5,17,2,13,5,0,0,11,5,1,10,13,1,0,12,4,4,4,1,1,0,1,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"ptrace_fork(struct task_struct *,unsigned long)",kernel\ptrace.c,0,4,0,2,4,0,4,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,ptrace_get_task_struct(pid_t),kernel\ptrace.c,2,12,0,2,14,2,12,2,8,0,0,0,6,4,1,7,9,1,0,8,3,3,3,1,1,0,1,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Static Function,"ptrace_getsiginfo(struct task_struct *,siginfo_t *)",kernel\ptrace.c,1,16,0,5,17,1,16,2,11,0,0,0,7,3,0,9,11,1,0,10,3,3,3,1,0,0,2,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"ptrace_may_access(struct task_struct *,unsigned int)",kernel\ptrace.c,0,8,0,2,8,0,8,2,4,0,0,0,4,1,0,5,5,1,0,4,1,1,1,1,0,0,0,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"ptrace_readdata(struct task_struct *,unsigned long,char __user *,int)",kernel\ptrace.c,2,22,0,4,24,2,22,4,15,0,0,0,3,5,1,13,17,3,0,14,6,6,6,5,11,11,3,11,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"ptrace_request(struct task_struct *,long,long,long)",kernel\ptrace.c,9,59,2,6,68,9,46,4,40,2,5,8,11,13,1,21,37,2,0,35,16,5,16,11,63,62,2,62,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Static Function,"ptrace_resume(struct task_struct *,long,long)",kernel\ptrace.c,5,29,0,4,34,5,23,1,19,0,4,2,13,11,1,11,17,0,0,17,7,7,8,6,9,8,2,8,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Static Function,"ptrace_setoptions(struct task_struct *,long)",kernel\ptrace.c,8,19,0,2,27,8,19,1,16,0,0,0,2,128,2,9,16,0,0,16,9,9,9,1,0,0,1,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Static Function,"ptrace_setsiginfo(struct task_struct *,const siginfo_t *)",kernel\ptrace.c,1,16,0,6,17,1,16,2,11,0,0,0,7,3,0,9,11,1,0,10,3,3,3,1,0,0,2,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,ptrace_traceme(),kernel\ptrace.c,4,24,11,5,39,4,24,3,16,11,0,0,9,5,1,13,16,2,0,14,5,5,6,3,2,2,3,2,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Static Function,ptrace_untrace(struct task_struct *),kernel\ptrace.c,0,12,4,7,16,0,12,1,8,4,0,0,5,3,0,4,6,0,0,6,3,3,4,1,1,0,2,0,0
Yes,f1671f6d783a2385d32e11f456cbe32f0e4b4b49,Function,"ptrace_writedata(struct task_struct *,char __user *,unsigned long,int)",kernel\ptrace.c,2,22,0,4,24,2,22,4,15,0,0,0,3,5,1,13,17,3,0,14,6,6,6,5,10,10,3,10,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,llc2_exit(),llc\af_llc.c,0,10,0,1,10,0,10,1,7,0,0,0,7,1,0,7,7,0,0,7,1,1,1,1,0,0,0,0,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,llc2_init(),llc\af_llc.c,2,35,0,5,37,2,35,2,25,0,0,0,13,16,1,21,25,1,0,24,5,5,5,5,14,10,1,10,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,llc_proto_type(u16),llc\af_llc.c,0,5,0,2,5,0,5,1,2,0,0,0,2,1,0,1,1,0,0,1,2,2,2,1,0,0,0,0,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_accept(struct socket *,struct socket *,int)",llc\af_llc.c,2,46,3,12,51,2,46,5,32,3,0,0,18,24,1,31,36,4,3,29,6,6,7,5,5,4,2,4,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,llc_ui_addr_null(struct sockaddr_llc *),llc\af_llc.c,0,4,0,3,4,0,4,1,1,0,0,0,2,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_autobind(struct socket *,struct sockaddr_llc *)",llc\af_llc.c,1,28,2,12,30,1,28,5,23,2,0,0,12,16,1,20,24,4,0,20,5,5,5,5,4,4,1,4,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,llc_ui_autoport(),llc\af_llc.c,1,21,0,3,22,1,21,3,13,0,0,0,4,4,1,12,15,2,0,13,4,4,4,4,5,5,3,5,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_bind(struct socket *,struct sockaddr *,int)",llc\af_llc.c,2,57,7,13,64,2,57,8,45,7,0,0,23,96,2,40,48,7,1,40,9,9,10,9,10,10,2,10,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_connect(struct socket *,struct sockaddr *,int,int)",llc\af_llc.c,6,56,2,18,64,6,56,7,46,2,0,0,21,960,3,35,46,5,1,40,13,13,14,12,23,12,2,12,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_create(struct net *,struct socket *,int)",llc\af_llc.c,3,18,0,4,21,3,18,3,12,0,0,0,5,5,1,9,13,2,0,11,5,5,6,3,2,2,2,2,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_getname(struct socket *,struct sockaddr *,int *,int)",llc\af_llc.c,2,39,0,15,41,2,39,6,31,0,0,0,11,16,1,24,30,4,0,26,7,7,7,5,6,6,2,6,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_getsockopt(struct socket *,int,int,char __user *,int __user *)",llc\af_llc.c,1,43,0,15,44,1,43,5,37,0,0,0,8,144,2,31,44,3,0,41,13,6,14,12,47,47,1,47,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_header_len(struct sock *,struct sockaddr_llc *)",llc\af_llc.c,1,9,0,6,10,1,9,2,6,0,0,0,1,3,0,4,6,1,0,5,3,3,4,1,1,0,1,0,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_ioctl(struct socket *,unsigned int,unsigned long)",llc\af_llc.c,0,5,0,0,5,0,5,2,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_listen(struct socket *,int)",llc\af_llc.c,1,26,1,7,27,1,26,3,21,1,0,0,8,32,2,16,21,2,0,19,6,6,6,4,3,3,1,3,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,llc_ui_next_link_no(int),llc\af_llc.c,0,4,0,4,4,0,4,1,1,0,0,0,2,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_recvmsg(struct kiocb *,struct socket *,struct msghdr *,size_t,int)",llc\af_llc.c,20,117,17,17,152,20,117,16,92,17,0,0,22,14400,4,62,87,13,0,74,28,28,37,19,65,49,4,49,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,llc_ui_release(struct socket *),llc\af_llc.c,1,25,0,5,26,1,25,3,17,0,0,0,14,16,1,15,19,2,1,16,5,5,5,1,1,0,1,0,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_send_data(struct sock *,struct sk_buff *,int)",llc\af_llc.c,2,14,0,7,16,2,14,4,10,0,0,0,7,4,1,6,8,3,0,5,3,3,5,1,0,0,1,0,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_sendmsg(struct kiocb *,struct socket *,struct msghdr *,size_t)",llc\af_llc.c,1,72,2,20,75,1,72,10,55,2,0,0,20,3072,3,41,54,8,2,44,15,15,17,13,17,17,2,17,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_setsockopt(struct socket *,int,int,char __user *,int)",llc\af_llc.c,1,63,0,6,64,1,63,5,57,0,0,0,15,68,2,37,56,3,0,53,19,12,20,19,118,118,2,118,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_shutdown(struct socket *,int)",llc\af_llc.c,1,18,1,5,20,1,18,3,14,1,0,0,7,8,1,11,14,2,0,12,4,4,4,3,2,2,1,2,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_sk_init(struct socket *,struct sock *)",llc\af_llc.c,0,6,0,6,6,0,6,1,3,0,0,0,5,1,0,3,3,0,0,3,1,1,1,1,0,0,0,0,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_wait_for_busy_core(struct sock *,long)",llc\af_llc.c,1,24,0,8,25,1,24,3,19,0,0,0,8,9,1,12,16,2,0,14,5,5,8,5,6,6,2,6,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_wait_for_conn(struct sock *,long)",llc\af_llc.c,1,13,0,5,14,1,13,1,9,0,0,0,6,5,1,6,9,0,0,9,4,4,5,4,4,4,2,4,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_ui_wait_for_disc(struct sock *,long)",llc\af_llc.c,1,19,0,6,20,1,19,2,15,0,0,0,6,9,1,11,15,1,0,14,5,5,5,5,6,6,2,6,0
No,28e9fc592cb8c7a43e4d3147b38be6032a0e81bc,Static Function,"llc_wait_data(struct sock *,long)",llc\af_llc.c,1,22,3,4,26,1,22,2,17,3,0,0,5,33,2,12,18,1,0,17,7,7,7,7,10,10,2,10,0
Yes,a186d2aead8beb164ddb76245d189c66f7021b59,Static Function,llc2_exit(),llc\af_llc.c,0,10,0,1,10,0,10,1,7,0,0,0,7,1,0,7,7,0,0,7,1,1,1,1,0,0,0,0,0
Yes,a186d2aead8beb164ddb76245d189c66f7021b59,Static Function,llc2_init(),llc\af_llc.c,2,35,0,5,37,2,35,2,25,0,0,0,13,16,1,21,25,1,0,24,5,5,5,5,14,10,1,10,0
Yes,a186d2aead8beb164ddb76245d189c66f7021b59,Static Function,llc_proto_type(u16),llc\af_llc.c,0,5,0,2,5,0,5,1,2,0,0,0,2,1,0,1,1,0,0,1,2,2,2,1,0,0,0,0,0
Yes,a186d2aead8beb164ddb76245d189c66f7021b59,Static Function,"llc_ui_accept(struct socket *,struct socket *,int)",llc\af_llc.c,2,46,3,12,51,2,46,5,32,3,0,0,18,24,1,31,36,4,3,29,6,6,7,5,5,4,2,4,0
Yes,a186d2aead8beb164ddb76245d189c66f7021b59,Static Function,llc_ui_addr_null(struct sockaddr_llc *),llc\af_llc.c,0,4,0,3,4,0,4,1,1,0,0,0,2,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Yes,a186d2aead8beb164ddb76245d189c66f7021b59,Static Function,"llc_ui_autobind(struct socket *,struct sockaddr_llc *)",llc\af_llc.c,1,28,2,12,30,1,28,5,23,2,0,0,12,16,1,20,24,4,0,20,5,5,5,5,4,4,1,4,0
Yes,a186d2aead8beb164ddb76245d189c66f7021b59,Static Function,llc_ui_autoport(),llc\af_llc.c,1,21,0,3,22,1,21,3,13,0,0,0,4,4,1,12,15,2,0,13,4,4,4,4,5,5,3,5,0
Yes,a186d2aead8beb164ddb76245d189c66f7021b59,Static Function,"llc_ui_bind(struct socket *,struct sockaddr *,int)",llc\af_llc.c,2,57,7,13,64,2,57,8,45,7,0,0,23,96,2,40,48,7,1,40,9,9,10,9,10,10,2,10,0
Yes,a186d2aead8beb164ddb76245d189c66f7021b59,Static Function,"llc_ui_connect(struct socket *,struct sockaddr *,int,int)",llc\af_llc.c,6,56,2,18,64,6,56,7,46,2,0,0,21,960,3,35,46,5,1,40,13,13,14,12,23,12,2,12,0
Yes,a186d2aead8beb164ddb76245d189c66f7021b59,Static Function,"llc_ui_create(struct net *,struct socket *,int)",llc\af_llc.c,3,18,0,4,21,3,18,3,12,0,0,0,5,5,1,9,13,2,0,11,5,5,6,3,2,2,2,2,0
Yes,a186d2aead8beb164ddb76245d189c66f7021b59,Static Function,"llc_ui_getname(struct socket *,struct sockaddr *,int *,int)",llc\af_llc.c,2,38,0,15,40,2,38,6,30,0,0,0,11,16,1,23,29,4,0,25,7,7,7,5,6,6,2,6,0
