Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Patched Code Unit,Code Unit Lines,Visibility,Complement,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[928, 931]",default,Struct,Struct,ap_errorlog_handler,include/http_core.h,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[822, 861]",default,Struct,Struct,ap_errorlog_info,include/http_core.h,0,0,0,8,15,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,40,8,15,14,0,17,0,0,13,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[872, 905]",default,Struct,Struct,ap_errorlog_provider,include/http_core.h,0,0,0,3,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,34,3,7,6,0,24,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1362, 1369]",default,Struct,Struct,ap_loadavg_t,include/httpd.h,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,8,0,5,4,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1247, 1253]",default,Struct,Struct,ap_logconf,include/httpd.h,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,7,1,4,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[632, 637]",default,Struct,Struct,ap_method_list_t,include/httpd.h,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,6,0,4,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1346, 1355]",default,Struct,Struct,ap_sload_t,include/httpd.h,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,10,0,6,5,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1704, 1708]",default,Struct,Struct,ap_vrprintf_data,server/protocol.c,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[558, 561]",default,Struct,Struct,check_header_ctx,modules/http/http_filters.c,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1078, 1184]",default,Struct,Struct,conn_rec,include/httpd.h,0,0,0,17,36,54,0,0,0,0,0,0,0,0,0,6,0,0,0,0,31,0,0,31,0,0,0,0,0,0,0,107,17,33,32,0,54,1,2,31,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1186, 1188]",default,Struct,Struct,conn_slave_rec,include/httpd.h,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1215, 1220]",default,Struct,Struct,conn_state_t,include/httpd.h,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,6,0,4,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1437, 1443]",default,Struct,Struct,content_length_ctx,server/protocol.c,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,7,0,4,3,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[727, 736]",default,Struct,Struct,core_net_rec,include/http_core.h,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,10,2,6,5,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1849, 1852]",default,Struct,Struct,hdr_ptr,server/protocol.c,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[114, 118]",default,Struct,Struct,header_dptr,modules/proxy/mod_proxy_http.c,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1118, 1120]",default,Struct,Struct,header_filter_ctx,modules/http/http_filters.c,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[629, 632]",default,Struct,Struct,header_struct,modules/http/http_filters.c,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[727, 740]",default,Struct,Struct,htaccess_result,include/httpd.h,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,14,0,8,7,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[770, 781]",default,Struct,Struct,process_rec,include/httpd.h,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,12,0,7,6,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[632, 635]",default,Struct,Struct,reorder_sort_rec,server/core.c,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,Yes,"[786, 1047]",default,Struct,Struct,request_rec,include/httpd.h,0,0,0,34,74,156,0,0,0,0,0,0,0,0,0,7,0,0,0,0,72,0,0,72,0,0,0,0,0,0,0,262,34,74,73,0,156,0,0,72,72,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[282, 287]",default,Struct,Struct,require_line,include/http_core.h,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,6,0,4,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1236, 1245]",default,Struct,Struct,server_addr_rec,include/httpd.h,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,10,0,6,5,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Yes,No,8cc5e00f9ead2e8f915a567aeb756c5cca357188,"[""CVE-2013-5704""]",No,No,"[1257, 1339]",default,Struct,Struct,server_rec,include/httpd.h,0,0,0,17,31,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,29,0,0,29,0,0,0,0,0,0,0,83,17,31,30,0,35,0,0,29,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0
