Vulnerable,Git Commit Hash,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Yes,75417060e95c1c4fd916458389ba68d883da99c8,Struct,zr364xx_pipeinfo,zr364xx/zr364xx.c,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,9,0,9,8,0,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,0c4df39e504bf925ab666132ac3c98d6cbbe380b,Struct,technisat_usb2_state,dvb-usb/technisat-usb2.c,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,9,2,7,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,5dd4b89dc098bf22cd13e82a308f42a02c102b2b,Struct,technisat_usb2_state,dvb-usb/technisat-usb2.c,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,9,2,7,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,67c5c6cb8129c595f21e88254a3fc6b3b841ae8e,Struct,ec_cb,econet/af_econet.c,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,14,0,5,3,0,1,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,4363c2fddb1399b728ef21ee8101c148a311ea45,Struct,ec_cb,econet/af_econet.c,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,14,0,5,3,0,1,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,64f3b9e203bd06855072e295557dca1485a2ecba,Struct,ip4_create_arg,ipv4/ip_fragment.c,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,64f3b9e203bd06855072e295557dca1485a2ecba,Struct,ipfrag_skb_cb,ipv4/ip_fragment.c,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,64f3b9e203bd06855072e295557dca1485a2ecba,Struct,ipq,ipv4/ip_fragment.c,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,13,1,12,11,0,1,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,ff538818f4a82c4cf02d2d6bd6ac5c7360b9d41d,Struct,ip4_create_arg,ipv4/ip_fragment.c,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,ff538818f4a82c4cf02d2d6bd6ac5c7360b9d41d,Struct,ipfrag_skb_cb,ipv4/ip_fragment.c,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,ff538818f4a82c4cf02d2d6bd6ac5c7360b9d41d,Struct,ipq,ipv4/ip_fragment.c,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,13,1,12,11,0,1,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
